name1,name2,D.ij.bray,G.ij.bray,Ds.ij.bray,Gs.ij.bray,C.ij.bray,E.ij.bray,ST.ij.bray,MST.ij.bray,SES.bray,RC.bray
48,CXD_0210_FDSW210423212-1r,A1-100-normal,0.45726565,0.62524770697,0.45726565,0.62524770697,0.54273435,0.37475229303,0.690489358246811,0.504979165372549,-2.11726088301508,-0.964
49,CXD_0213_FDSW210423215-1r,A1-100-normal,0.80092386,0.784224,0.80092386,0.784224,0.19907614,0.215776,0.979149253962792,0.903368557961925,0.208303327194442,0.098
50,CXD_0214_FDSW210423216-1r,A1-100-normal,0.86164371,0.79303816344,0.86164371,0.79303816344,0.13835629,0.20696183656,0.920378288886946,0.615283124480919,0.906795115032101,0.564
51,CXD_0215_FDSW210423217-1r,A1-100-normal,0.64131659,0.64730433911,0.64131659,0.64730433911,0.35868341,0.35269566089,0.983306311518562,0.974210448667174,-0.0731753637650922,-0.034
52,CXD_0801_FDSW210423161-1r,A1-100-normal,0.6021523,0.75065979114,0.6021523,0.75065979114,0.3978477,0.24934020886,0.626722760644337,0.502734469380889,-1.63494220048532,-0.888
53,CXD_0802_FDSW210423162-1r,A1-100-normal,0.36084737,0.57518310139,0.36084737,0.57518310139,0.63915263,0.42481689861,0.664656419562883,0.416979428591142,-3.1371126658938,-1
54,CXD_0803_FDSW210423163-1r,A1-100-normal,0.52157944,0.65822414319,0.52157944,0.65822414319,0.47842056,0.34177585681,0.714383714633836,0.566080508712487,-1.5817043798979,-0.87
55,CXD_0804_FDSW210423164-1r,A1-100-normal,0.51670863,0.64417518656,0.51670863,0.64417518656,0.48329137,0.35582481344,0.736253191196027,0.590566643505126,-1.68395985937233,-0.904
56,CXD_0805_FDSW210423165-1r,A1-100-normal,0.60009464,0.705625,0.60009464,0.705625,0.39990536,0.294375,0.736111664019707,0.626021844492056,-1.28638446250141,-0.79
57,CXD_0807_FDSW210423167-1r,A1-100-normal,0.53095479,0.65254902234,0.53095479,0.65254902234,0.46904521,0.34745097766,0.74076223411385,0.602730588796931,-1.57406119473837,-0.852
58,CXD_1001_FDSW210423173-1r,A1-100-normal,0.54368544,0.69076190768,0.54368544,0.69076190768,0.45631456,0.30923809232,0.67768622662402,0.533393822397494,-1.67270786935994,-0.88
59,CXD_1003_FDSW210423175-1r,A1-100-normal,0.50816691,0.64302970804,0.50816691,0.64302970804,0.49183309,0.35697029196,0.725795598584064,0.573574287490184,-1.80947766208156,-0.92
60,CXD_1004_FDSW210423176-1r,A1-100-normal,0.52900364,0.68188784757,0.52900364,0.68188784757,0.47099636,0.31811215243,0.675402570903096,0.523972409460513,-1.7563999823684,-0.936
61,CXD_1007_FDSW210423179-1r,A1-100-normal,0.59318089,0.64461386444,0.59318089,0.64461386444,0.40681911,0.35538613556,0.873572865247161,0.803871524136902,-0.684880373255299,-0.478
62,CXD_1009_FDSW210423181-1r,A1-100-normal,0.5666048,0.6202018371,0.5666048,0.6202018371,0.4333952,0.3797981629,0.876332185727945,0.800600696621099,-0.702780673981847,-0.516
63,CXD_1015_FDSW210423187-1r,A1-100-normal,0.54276776,0.56274025708,0.54276776,0.56274025708,0.45723224,0.43725974292,0.956318703423013,0.922377516043291,-0.327688024098393,-0.292
64,CXD_1201_FDSW210423188-1r,A1-100-normal,0.58187458,0.65830000014,0.58187458,0.65830000014,0.41812542,0.34169999986,0.817218909723307,0.722343779070605,-0.912567256862039,-0.658
65,CXD_1202_FDSW210423189-1r,A1-100-normal,0.43592251,0.61658823537,0.43592251,0.61658823537,0.56407749,0.38341176463,0.67971470485376,0.480552373896586,-2.358436862972,-0.98
66,CXD_1203_FDSW210423190-1r,A1-100-normal,0.55096112,0.59937287403,0.55096112,0.59937287403,0.44903888,0.40062712597,0.892188057234598,0.82012542202568,-0.638762877239581,-0.472
67,CXD_1213_FDSW210423200-1r,A1-100-normal,0.57698313,0.58648937888,0.57698313,0.58648937888,0.42301687,0.41351062112,0.977527494636325,0.961683013925009,-0.178509928814819,-0.0660000000000001
68,CXD_1214_FDSW210423201-1r,A1-100-normal,0.48203407,0.56070967248,0.48203407,0.56070967248,0.51796593,0.43929032752,0.848106607166228,0.729105096115156,-1.26365700386379,-0.826
69,CXD_1215_FDSW210423202-1r,A1-100-normal,0.46928281,0.60030507611,0.46928281,0.60030507611,0.53071719,0.39969492389,0.75312224932831,0.588746188402291,-1.73423332379007,-0.914
70,CXD_1401_FDSW210423218-1r,A1-100-normal,0.53695605,0.71597699397,0.53695605,0.71597699397,0.46304395,0.28402300603,0.61338239281606,0.460013924413695,-2.47439189199588,-0.99
71,CXD_1402_FDSW210423219-1r,A1-100-normal,0.67372357,0.65323728276,0.67372357,0.65323728276,0.32627643,0.34676271724,0.969592443915833,0.912310192035088,0.248542092400844,0.186
72,CXD_1408_FDSW210423225-1r,A1-100-normal,0.63725198,0.68249557426,0.63725198,0.68249557426,0.36274802,0.31750442574,0.875275420497127,0.817252178319095,-0.52458908991624,-0.41
73,CXD_1412_FDSW210423229-1r,A1-100-normal,0.53494964,0.60199999223,0.53494964,0.60199999223,0.46505036,0.39800000777,0.855821308836316,0.760500509925922,-0.896145974266198,-0.648
74,CXD_1414_FDSW210423231-1r,A1-100-normal,0.59676509,0.57546590955,0.59676509,0.57546590955,0.40323491,0.42453409045,0.964308936955411,0.915928864495293,0.396853816165088,0.344
75,CXD_1415_FDSW210423232-1r,A1-100-normal,0.58163024,0.5878315788,0.58163024,0.5878315788,0.41836976,0.4121684212,0.98517737324036,0.974784228520185,-0.118003552861967,-0.036
76,CXD_1604_FDSW210423236-1r,A1-100-normal,0.584901,0.58393007666,0.584901,0.58393007666,0.415099,0.41606992334,0.998340021063394,0.99601033662015,0.0140010158672819,0.048
77,CXD_1609_FDSW210423241-1r,A1-100-normal,0.55388209,0.6092521718,0.55388209,0.6092521718,0.44611791,0.3907478282,0.875884647177693,0.796282461405734,-0.715198214739744,-0.504
78,CXD_1610_FDSW210423242-1r,A1-100-normal,0.72249798,0.63818518146,0.72249798,0.63818518146,0.27750202,0.36181481854,0.88330375880082,0.67746970212532,1.03992496623287,0.76
79,CXD_1611_FDSW210423243-1r,A1-100-normal,0.66874349,0.62250466905,0.66874349,0.62250466905,0.33125651,0.37749533095,0.930857164755353,0.816837906125507,0.619772048966592,0.502
80,CXD_1612_FDSW210423244-1r,A1-100-normal,0.74710224,0.6666249994,0.74710224,0.6666249994,0.25289776,0.3333750006,0.892280820092307,0.676882850502221,1.0639083897137,0.656
81,CXD_1613_FDSW210423245-1r,A1-100-normal,0.75530191,0.67408333374,0.75530191,0.67408333374,0.24469809,0.32591666626,0.89246872649905,0.670065128197012,1.03355227032703,0.732
82,DD1_FDSW220008388-1r,A1-100-normal,0.99176296,0.893703125,0.99176296,0.893703125,0.00823704000000003,0.106296875,0.901125733713629,0.069829039787186,2.38664280302192,0.992
83,DD11_FDSW220008398-1r,A1-100-normal,1,0.83427814284,1,0.83427814284,0,0.16572185716,0.83427814284,0,2.55294441033495,0.999
84,DD13_FDSW220008400-2r,A1-100-normal,0.98816896,0.90067152987,0.98816896,0.90067152987,0.01183104,0.09932847013,0.91145499031866,0.108563641769036,2.33926882407891,0.996
85,DD15_FDSW220008402-2r,A1-100-normal,0.98429022,0.822576,0.98429022,0.822576,0.01570978,0.177424,0.835704737572217,0.0739964016830715,2.21817240907317,0.992
86,DD3_FDSW220008390-2r,A1-100-normal,0.94307525,0.85962043784,0.94307525,0.85962043784,0.05692475,0.14037956216,0.911507790963658,0.369621847548712,1.30930070293219,0.842
87,DD5_FDSW220008392-2r,A1-100-normal,0.9492127,0.82612790744,0.9492127,0.82612790744,0.0507873,0.17387209256,0.870329597823544,0.254219580225564,2.00370177670935,0.962
88,DD7_FDSW220008394-1r,A1-100-normal,1,0.83374850024,1,0.83374850024,0,0.16625149976,0.83374850024,0,2.79169529353862,1
89,DD9_FDSW220008396-1r,A1-100-normal,0.98469087,0.83635927943,0.98469087,0.83635927943,0.01530913,0.16364072057,0.849362276944845,0.0794606468949297,2.52353290843297,0.998
90,DY10_FDME210438608-1r,A1-100-normal,1,0.92139131455,1,0.92139131455,0,0.07860868545,0.92139131455,0,1.0963347444169,0.739
91,DY11_FDME210438609-1r,A1-100-normal,1,0.94053762594,1,0.94053762594,0,0.05946237406,0.94053762594,0,1.0773887400538,0.736
92,DY13_FDME210438611-1b,A1-100-normal,1,0.92330436008,1,0.92330436008,0,0.0766956399199999,0.92330436008,0,1.14161459979837,0.749
93,DY15_FDME210438613-1r,A1-100-normal,1,0.9189714266,1,0.9189714266,0,0.0810285734,0.9189714266,0,1.14309696286482,0.761
94,DY2_FDME210438600-1b,A1-100-normal,1,0.92420291085,1,0.92420291085,0,0.0757970891500001,0.92420291085,0,1.11501170306479,0.724
95,DY6_FDME210438604-1r,A1-100-normal,1,0.9444842066,1,0.9444842066,0,0.0555157934,0.9444842066,0,1.06757348649545,0.73
96,DY7_FDME210438605-1r,A1-100-normal,1,0.92475675385,1,0.92475675385,0,0.07524324615,0.92475675385,0,1.13681520047191,0.765
97,E10_FDSW202534389-1r,A1-100-normal,0.63655281,0.56786928466,0.63655281,0.56786928466,0.36344719,0.43213071534,0.892100821391394,0.750308934823781,1.07466703563285,0.752
98,E100_FDSW202534392-1r,A1-100-normal,0.70346791,0.60030985969,0.70346791,0.60030985969,0.29653209,0.39969014031,0.853357844979738,0.633110401706365,1.40295397446396,0.816
99,E150_FDSW202534393-1r,A1-100-normal,0.61593115,0.58075342394,0.61593115,0.58075342394,0.38406885,0.41924657606,0.942886918351183,0.86377209759098,0.520583081526571,0.312
100,E20_FDSW202534390-1r,A1-100-normal,0.61911442,0.57181944389,0.61911442,0.57181944389,0.38088558,0.42818055611,0.923608666536954,0.821590839721782,0.694834061621715,0.488
101,E5_FDSW202534388-1r,A1-100-normal,0.65957168,0.58454166613,0.65957168,0.58454166613,0.34042832,0.41545833387,0.886244336824771,0.726192366595241,1.05020359487728,0.692
102,E50_FDSW202534391-1r,A1-100-normal,0.77063045,0.66088659623,0.77063045,0.66088659623,0.22936955,0.33911340377,0.857592113353424,0.580058219275925,1.88391534884713,0.934
103,LYG1_FDME210455382-1r,A1-100-normal,0.88914105,0.81887178631,0.88914105,0.81887178631,0.11085895,0.18112821369,0.920969497820396,0.563676466688597,0.830730115356565,0.512
104,LYG11_FDME210455392-2r,A1-100-normal,0.93487025,0.84176744164,0.93487025,0.84176744164,0.06512975,0.15823255836,0.900410983919961,0.370616154398131,1.09181825037043,0.75
105,LYG13_FDME210455394-1a,A1-100-normal,1,0.9612698443,1,0.9612698443,0,0.0387301557,0.9612698443,0,0.806923865821965,0.478
106,LYG3_FDME210455384-1r,A1-100-normal,0.94031041,0.81491275004,0.94031041,0.81491275004,0.05968959,0.18508724996,0.866642271928054,0.279487225074842,1.89879483111526,0.958
107,LYG5_FDME210455386-1r,A1-100-normal,0.93228962,0.82149397477,0.93228962,0.82149397477,0.06771038,0.17850602523,0.881157482768069,0.334238062391421,1.26870658986229,0.832
108,LYG6_FDME210455387-1r,A1-100-normal,0.96779804,0.8934324295,0.96779804,0.8934324295,0.03220196,0.1065675705,0.923159990590599,0.278955041868003,0.951515491921003,0.54
109,LYG7_FDME210455388-1r,A1-100-normal,1,0.92503029792,1,0.92503029792,0,0.07496970208,0.92503029792,0,1.18952621207178,0.759
110,N10_FDSW202534407-1r,A1-100-normal,0.60521248,0.59116778402,0.60521248,0.59116778402,0.39478752,0.40883221598,0.976793776658406,0.943237782066741,0.204104077992337,0.148
111,N100_FDSW202534410-1r,A1-100-normal,0.76972325,0.66046154026,0.76972325,0.66046154026,0.23027675,0.33953845974,0.858050656856214,0.58193441988138,1.92164070286508,0.938
112,N150_FDSW202534411-1r,A1-100-normal,0.75773973,0.62345976748,0.75773973,0.62345976748,0.24226027,0.37654023252,0.822788805702454,0.529369828260959,2.09281655851843,0.952
113,N20_FDSW202534408-1r,A1-100-normal,0.68333276,0.62581132362,0.68333276,0.62581132362,0.31666724,0.37418867638,0.915822217597178,0.77503920424001,0.72366356139021,0.586
114,N5_FDSW202534406-1r,A1-100-normal,0.61793643,0.577890625,0.61793643,0.577890625,0.38206357,0.422109375,0.935194296604264,0.84647177429846,0.549695371872815,0.442
115,N50_FDSW202534409-1r,A1-100-normal,0.76017286,0.64952795712,0.76017286,0.64952795712,0.23982714,0.35047204288,0.854447706959704,0.584696423017877,1.59049536517797,0.882
116,NB1_FDME210455352-1r,A1-100-normal,1,0.74012857042,1,0.74012857042,0,0.25987142958,0.74012857042,0,3.43565662048017,1
117,NB11_FDME210455362-1b,A1-100-normal,0.98930321,0.75519753228,0.98930321,0.75519753228,0.01069679,0.24480246772,0.763363066698227,0.0333556050078977,3.30795111512691,1
118,NB12_FDME210455363-1r,A1-100-normal,1,0.78101754722,1,0.78101754722,0,0.21898245278,0.78101754722,0,3.38040998812946,1
119,NB15_FDME210455366-1r,A1-100-normal,1,0.76070833312,1,0.76070833312,0,0.23929166688,0.76070833312,0,3.19221506378376,1
120,NB2_FDME210455353-1r,A1-100-normal,1,0.76911627443,1,0.76911627443,0,0.23088372557,0.76911627443,0,2.70886528176915,0.998
121,NB4_FDME210455355-1r,A1-100-normal,0.99094248,0.76843930291,0.99094248,0.76843930291,0.00905752000000004,0.23156069709,0.775463075223095,0.03033231632726,3.55319470083869,1
122,NB6_FDME210455357-1r,A1-100-normal,0.98870495,0.76973410275,0.98870495,0.76973410275,0.01129505,0.23026589725,0.778527611043113,0.0381884959871646,3.39903255479953,1
123,NB7_FDME210455358-1r,A1-100-normal,1,0.72506060624,1,0.72506060624,0,0.27493939376,0.72506060624,0,3.47832031941972,1
124,S10_FDSW202534395-1r,A1-100-normal,0.65800067,0.59196609348,0.65800067,0.59196609348,0.34199933,0.40803390652,0.899643602916088,0.754048878094907,0.877962791877497,0.558
125,S100_FDSW202534398-1r,A1-100-normal,0.69643309,0.61050450007,0.69643309,0.61050450007,0.30356691,0.38949549993,0.876616158588903,0.683221394256747,1.14826370949978,0.78
126,S150_FDSW202534399-1r,A1-100-normal,0.6839331,0.58473949617,0.6839331,0.58473949617,0.3160669,0.41526050383,0.85496592600943,0.650739541437477,1.41840844116437,0.86
127,S20_FDSW202534396-1r,A1-100-normal,0.72131408,0.58736690473,0.72131408,0.58736690473,0.27868592,0.41263309527,0.814301177553612,0.549966242225725,1.88668176032314,0.928
128,S5_FDSW202534394-1r,A1-100-normal,0.69192587,0.5866394586,0.69192587,0.5866394586,0.30807413,0.4133605414,0.847835706157366,0.631884810951542,1.52412095129541,0.854
129,S50_FDSW202534397-1r,A1-100-normal,0.69887415,0.62497247678,0.69887415,0.62497247678,0.30112585,0.37502752322,0.894256107168937,0.718036980531078,0.944861097538088,0.658
130,SY11_FDME210455407-1r,A1-100-normal,0.94767808,0.97016392106,0.94767808,0.97016392106,0.05232192,0.02983607894,0.570240521372303,0.557023849992131,-0.729931077029497,-0.2
131,SY12_FDME210455408-1r,A1-100-normal,0.96047516,0.96519512532,0.96047516,0.96519512532,0.03952484,0.03480487468,0.880582304191492,0.876276109694486,-0.101707007491058,-0.232
132,SY13_FDME210455409-2a,A1-100-normal,0.95854549,0.9657435854,0.95854549,0.9657435854,0.04145451,0.0342564146000001,0.826361585265392,0.820202362863546,-0.153320627547859,-0.296
133,SY15_FDME210455411-2a,A1-100-normal,0.95115692,0.95524242131,0.95115692,0.95524242131,0.04884308,0.04475757869,0.91635455196519,0.91243537120127,-0.0747312173499986,-0.192
134,SY3_FDME210455399-2a,A1-100-normal,0.92160752,0.9222898669,0.92160752,0.9222898669,0.07839248,0.0777101331,0.991295760766849,0.990562360548959,-0.0101017735522642,-0.052
135,SY7_FDME210455403-2a,A1-100-normal,0.94702489,0.97019670793,0.94702489,0.97019670793,0.05297511,0.02980329207,0.562590470694634,0.549153768787138,-0.756145340646462,-0.21
136,SY9_FDME210455405-2a,A1-100-normal,0.95419079,0.9624285701,0.95419079,0.9624285701,0.04580921,0.0375714299,0.820171967602146,0.813151814083025,-0.16247896822168,-0.284
137,W10_FDSW202534401-1r,A1-100-normal,0.69266531,0.60499999894,0.69266531,0.60499999894,0.30733469,0.39500000106,0.87343770534719,0.679589128321077,1.11504409778512,0.746
138,W100_FDSW202534404-1r,A1-100-normal,0.62520211,0.58184848553,0.62520211,0.58184848553,0.37479789,0.41815151447,0.930656624831289,0.834166868302264,0.610506446471712,0.488
139,W150_FDSW202534405-1r,A1-100-normal,0.62047268,0.67122772354,0.62047268,0.67122772354,0.37952732,0.32877227646,0.866267747101842,0.800764705914016,-0.608733207773989,-0.498
140,W20_FDSW202534402-1r,A1-100-normal,0.6765098,0.59851282282,0.6765098,0.59851282282,0.3234902,0.40148717718,0.884706803685623,0.712834673515146,1.05654651938044,0.744
141,W5_FDSW202534400-1r,A1-100-normal,0.65179708,0.5796978391,0.65179708,0.5796978391,0.34820292,0.4203021609,0.889383915466452,0.736817711579964,1.07380125650332,0.69
142,W50_FDSW202534403-1r,A1-100-normal,0.71430869,0.63220754959,0.71430869,0.63220754959,0.28569131,0.36779245041,0.885062100518475,0.687492499225046,1.03475916766121,0.634
143,WZ1_L1,A1-100-normal,1,0.84781818253,1,0.84781818253,0,0.15218181747,0.84781818253,0,1.83023454320974,0.971
144,WZ10_L1,A1-100-normal,1,0.82585454667,1,0.82585454667,0,0.17414545333,0.82585454667,0,2.22165177123089,0.993
145,WZ11_L1,A1-100-normal,0.98490527,0.74975220972,0.98490527,0.74975220972,0.0150947299999999,0.25024779028,0.761242966767758,0.0459175165339176,2.68969771945401,1
146,WZ14_L1,A1-100-normal,1,0.83345454594,1,0.83345454594,0,0.16654545406,0.83345454594,0,2.02042354111657,0.988
147,WZ15_FDME210455471-1r,A1-100-normal,0.96623746,0.81623035226,0.96623746,0.81623035226,0.03376254,0.18376964774,0.844751301879768,0.155199457421389,2.70403833998395,1
148,WZ3_L1,A1-100-normal,1,0.82987368193,1,0.82987368193,0,0.17012631807,0.82987368193,0,1.91482963766951,0.988
149,WZ5_L1,A1-100-normal,1,0.85674575942,1,0.85674575942,0,0.14325424058,0.85674575942,0,2.01105017837189,0.985
150,WZ7_FDME210455463-1r,A1-100-normal,0.97844404,0.81430952662,0.97844404,0.81430952662,0.02155596,0.18569047338,0.83224946274904,0.0966120437009563,1.92537358119194,0.99
151,YC1_FDME220007405-1r,A1-100-normal,1,0.83137499973,1,0.83137499973,0,0.16862500027,0.83137499973,0,2.04988564312745,0.991
152,YC11_FDME220007415-1r,A1-100-normal,0.98886929,0.88882727263,0.98886929,0.88882727263,0.01113071,0.11117272737,0.898831909958494,0.0899918313166602,2.21626022698076,0.994
153,YC13_FDME220007417-1r,A1-100-normal,1,0.844064,1,0.844064,0,0.155936,0.844064,0,2.21027130299101,0.986
154,YC15_FDME220007419-1r,A1-100-normal,1,0.85832116822,1,0.85832116822,0,0.14167883178,0.85832116822,0,2.16189739892375,0.991
155,YC3_FDME220007407-1r,A1-100-normal,1,0.92632478192,1,0.92632478192,0,0.07367521808,0.92632478192,0,2.05312452787936,0.991
156,YC5_FDME220007409-1r,A1-100-normal,1,0.91700854254,1,0.91700854254,0,0.08299145746,0.91700854254,0,2.14613198698562,0.998
157,YC7_FDME220007411-1a,A1-100-normal,1,0.84152831068,1,0.84152831068,0,0.15847168932,0.84152831068,0,1.99481887946851,0.984
