59,SY9_FDME210455405-2a,0.04446931,-0.27678446,SY
60,WZ1_L1,-0.445449816,0.040455337,WZ
61,WZ10_L1,-0.441987315,0.041359855,WZ
62,WZ11_L1,-0.430085041,0.034703551,WZ
63,WZ14_L1,-0.452642341,0.037104798,WZ
64,WZ15_FDME210455471-1r,-0.473492469,-0.003829867,WZ
65,WZ3_L1,-0.447812195,0.044869102,WZ
66,WZ5_L1,-0.446512473,0.027646691,WZ
67,WZ7_FDME210455463-1r,-0.453994723,0.041258825,WZ
68,XM10_FDME220007444-1r,0.137884013,0.432760512,XM
69,XM12_FDME220007446-1r,0.03046951,0.354458388,XM
70,XM14_FDME220007448-1r,0.146330593,0.433161998,XM
71,XM15_FDME220007449-1r,0.108849573,0.409138301,XM
72,XM2_FDME220007436-1r,0.106190118,0.409597892,XM
73,XM4_FDME220007438-1r,0.151352329,0.437837498,XM
74,XM6_FDME220007440-1r,0.186368407,0.446328664,XM
75,XM8_FDME220007442-1r,0.18390063,0.447689513,XM
76,YC1_FDME220007405-1r,-0.09215576,0.212700411,YC
77,YC11_FDME220007415-1r,-0.112363695,0.196055648,YC
78,YC13_FDME220007417-1r,-0.092455224,0.213495131,YC
79,YC15_FDME220007419-1r,-0.078101005,0.21150448,YC
80,YC3_FDME220007407-1r,-0.085189151,0.202353223,YC
81,YC5_FDME220007409-1r,-0.000161188,0.204220821,YC
82,YC7_FDME220007411-1a,-0.071946098,0.202009316,YC
83,YC9_FDME220007413-1r,0.002925924,0.212089746,YC
84,ZH1_FDSW220008784-1r,0.020225557,-0.34480022,ZH
85,ZH11_FDSW220008794-2r,0.022334957,-0.349326214,ZH
86,ZH13_FDSW220008796-2r,0.022346937,-0.349323393,ZH
87,ZH15_FDSW220008798-2r,0.022874323,-0.348926493,ZH
88,ZH3_FDSW220008786-1r,0.023077562,-0.348631854,ZH
89,ZH5_FDSW220008788-1r,0.020853638,-0.347587778,ZH
90,ZH7_FDSW220008790-1r,0.022253293,-0.349338114,ZH
91,ZH9_FDSW220008792-2r,0.023404988,-0.34799386,ZH
