BH2_FDSW220017122-1r 0.775181976961392
BH4_FDSW220017124-1r 0.762926772667887
BH6_FDSW220017126-1r 1.08109217692318
BH8_FDSW220017128-1r 1.05327678457964
BH10_FDSW220017130-1r 0.73227207285817
BH12_FDSW220017132-1r 1.02468900111312
BH14_FDSW220017134-1r 0.94374992114458
BH15_FDSW220017135-1r 0.944645211252969
DD1_FDSW220008388-1r 0
DD3_FDSW220008390-2r 0
DD5_FDSW220008392-2r 0
DD7_FDSW220008394-1r 0
DD9_FDSW220008396-1r 0
DD13_FDSW220008400-2r 0
DY2_FDME210438600-1b 0
DY6_FDME210438604-1r 0
DY7_FDME210438605-1r 0
DY10_FDME210438608-1r 0
DY11_FDME210438609-1r 0
DY13_FDME210438611-1b 0
DY15_FDME210438613-1r 0
LYG1_FDME210455382-1r 1.98880335988772
LYG3_FDME210455384-1r 1.83732115549342
LYG5_FDME210455386-1r 1.29029945611642
LYG6_FDME210455387-1r 1.72871309440155
LYG7_FDME210455388-1r 1.48210931181899
LYG11_FDME210455392-2r 1.24456796353967
LYG13_FDME210455394-1a 1.16442750239687
NB1_FDME210455352-1r 2.06313588913988
NB2_FDME210455353-1r 1.88827121402789
NB4_FDME210455355-1r 2.11564081304949
NB6_FDME210455357-1r 2.12028401060023
NB7_FDME210455358-1r 2.04353035892862
NB11_FDME210455362-1b 2.10090555521602
NB12_FDME210455363-1r 2.06044758785856
NB15_FDME210455366-1r 2.01393940945728
SY3_FDME210455399-2a 0.692282773318573
SY7_FDME210455403-2a 0.692678276199096
SY9_FDME210455405-2a 1.03409221495752
SY11_FDME210455407-1r 0.879490705886339
SY12_FDME210455408-1r 0.900756169904399
SY13_FDME210455409-2a 0.68336449527491
SY15_FDME210455411-2a 0.482555326356548
ST1_FDME220007465-1r 1.21020192456375
ST3_L1 1.01622983920896
ST7_FDME220007471-1r 0.967919998074606
ST9_L1 0.665166066383569
ST10_L1 1.01177399556762
ST12_L1 0.970529940005648
ST13_L1 0.693143884437216
ST15_L1 0.688591185095441
WZ1_L1 2.33650089884653
WZ3_L1 2.33982221122619
WZ5_L1 2.37274824284424
WZ7_FDME210455463-1r 1.85496086072026
WZ10_L1 2.421465445931
WZ11_L1 2.38774229131318
WZ14_L1 2.38998250013799
WZ15_FDME210455471-1r 2.16037992909236
XM2_FDME220007436-1r 0.679451076087471
XM4_FDME220007438-1r 0.678055394668832
XM6_FDME220007440-1r 0.632118750633554
XM8_FDME220007442-1r 0.655277344418145
XM10_FDME220007444-1r 0.685155009201186
XM12_FDME220007446-1r 0.82837948626433
XM14_FDME220007448-1r 0.655676105401054
XM15_FDME220007449-1r 0.652202963136384
YC1_FDME220007405-1r 1.14529447974526
YC3_FDME220007407-1r 1.27439797886923
YC5_FDME220007409-1r 1.03864982934572
YC7_FDME220007411-1a 1.24563465828535
YC9_FDME220007413-1r 0.963138876569263
YC11_FDME220007415-1r 1.25078126798319
YC13_FDME220007417-1r 1.12983605572107
YC15_FDME220007419-1r 1.12914162414719
ZH1_FDSW220008784-1r 0
ZH3_FDSW220008786-1r 0
ZH5_FDSW220008788-1r 0
ZH7_FDSW220008790-1r 0
ZH9_FDSW220008792-2r 0
ZH11_FDSW220008794-2r 0
ZH13_FDSW220008796-2r 0
ZH15_FDSW220008798-2r 0
