"","sample1","sample2","Heterogeneous.Selection","Homogeneous.Selection","Dispersal.Limitation","Homogenizing.Dispersal","Drift.and.Others"
"8593","B5-100-normal","XM8_FDME220007442-1r",0,0,0,0,1
"8594","C1-100-normal","XM8_FDME220007442-1r",0.451614180521325,0.34007751762049,0,0,0.208308301858185
"8595","C3-100-normal","XM8_FDME220007442-1r",0,0,0,0,1
"8596","C5-100-normal","XM8_FDME220007442-1r",0,0,0,0,1
"8597","XM12_FDME220007446-1r","XM10_FDME220007444-1r",0,0.414765274596926,0,0,0.585234725403074
"8598","XM14_FDME220007448-1r","XM10_FDME220007444-1r",0,1,0,0,0
"8599","XM15_FDME220007449-1r","XM10_FDME220007444-1r",0,1,0,0,0
"8600","YC1_FDME220007405-1r","XM10_FDME220007444-1r",0,0.396941844493506,0,0,0.603058155506494
"8601","YC3_FDME220007407-1r","XM10_FDME220007444-1r",0,0.391856068572745,0,0,0.608143931427255
"8602","YC5_FDME220007409-1r","XM10_FDME220007444-1r",0,0.396090560114597,0,0,0.603909439885403
"8603","YC7_FDME220007411-1a","XM10_FDME220007444-1r",0,0.389129628944907,0,0,0.610870371055093
"8604","YC9_FDME220007413-1r","XM10_FDME220007444-1r",0,0.413305453618607,0,0,0.586694546381393
"8605","YC11_FDME220007415-1r","XM10_FDME220007444-1r",0,0.352416590353583,0,0,0.647583409646417
"8606","YC13_FDME220007417-1r","XM10_FDME220007444-1r",0,0.399070585443042,0,0,0.600929414556958
"8607","YC15_FDME220007419-1r","XM10_FDME220007444-1r",0,0.394764361432469,0,0,0.605235638567531
"8608","ZH1_FDSW220008784-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8609","ZH3_FDSW220008786-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8610","ZH5_FDSW220008788-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8611","ZH7_FDSW220008790-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8612","ZH9_FDSW220008792-2r","XM10_FDME220007444-1r",0,0,0,0,1
"8613","ZH11_FDSW220008794-2r","XM10_FDME220007444-1r",0,0,0,0,1
"8614","ZH13_FDSW220008796-2r","XM10_FDME220007444-1r",0,0,0,0,1
"8615","ZH15_FDSW220008798-2r","XM10_FDME220007444-1r",0,0,0,0,1
"8616","C1_FDSW202534412-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8617","E5_FDSW202534388-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8618","E10_FDSW202534389-1r","XM10_FDME220007444-1r",0,0,0,0.0898997369047405,0.91010026309526
"8619","E20_FDSW202534390-1r","XM10_FDME220007444-1r",0,0,0,0.0675693442029769,0.932430655797023
"8620","E50_FDSW202534391-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8621","E100_FDSW202534392-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8622","E150_FDSW202534393-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8623","N5_FDSW202534406-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8624","N10_FDSW202534407-1r","XM10_FDME220007444-1r",0,0,0,0.0681158004343174,0.931884199565683
"8625","N20_FDSW202534408-1r","XM10_FDME220007444-1r",0,0,0,0.054871654024944,0.945128345975056
"8626","N50_FDSW202534409-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8627","N100_FDSW202534410-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8628","N150_FDSW202534411-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8629","S5_FDSW202534394-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8630","S10_FDSW202534395-1r","XM10_FDME220007444-1r",0,0,0,0.0712683559347983,0.928731644065202
"8631","S20_FDSW202534396-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8632","S50_FDSW202534397-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8633","S100_FDSW202534398-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8634","S150_FDSW202534399-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8635","W5_FDSW202534400-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8636","W10_FDSW202534401-1r","XM10_FDME220007444-1r",0,0,0,0.0904072312141316,0.909592768785868
"8637","W20_FDSW202534402-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8638","W50_FDSW202534403-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8639","W100_FDSW202534404-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8640","W150_FDSW202534405-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8641","CXD_0801_FDSW210423161-1r","XM10_FDME220007444-1r",0.415206873986733,0.306380340425419,0,0,0.278412785587848
"8642","CXD_0802_FDSW210423162-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8643","CXD_0803_FDSW210423163-1r","XM10_FDME220007444-1r",0,0.288331346180289,0,0,0.711668653819711
"8644","CXD_0804_FDSW210423164-1r","XM10_FDME220007444-1r",0,0.304667977816349,0,0,0.695332022183651
"8645","CXD_0805_FDSW210423165-1r","XM10_FDME220007444-1r",0.393691548624586,0.307456239883603,0,0,0.298852211491811
"8646","CXD_0807_FDSW210423167-1r","XM10_FDME220007444-1r",0.396830652442793,0.302412326067903,0,0,0.300757021489304
"8647","CXD_1001_FDSW210423173-1r","XM10_FDME220007444-1r",0.4134671292497,0.300029867924395,0,0,0.286503002825906
"8648","CXD_1003_FDSW210423175-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8649","CXD_1004_FDSW210423176-1r","XM10_FDME220007444-1r",0.382167065206422,0.301301216433994,0,0,0.316531718359583
"8650","CXD_1007_FDSW210423179-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8651","CXD_1009_FDSW210423181-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8652","CXD_1015_FDSW210423187-1r","XM10_FDME220007444-1r",0,0,0,0.00772663430886929,0.992273365691131
"8653","CXD_1201_FDSW210423188-1r","XM10_FDME220007444-1r",0.399043889197848,0,0,0,0.600956110802152
"8654","CXD_1202_FDSW210423189-1r","XM10_FDME220007444-1r",0.41792790031316,0,0,0,0.58207209968684
"8655","CXD_1203_FDSW210423190-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8656","CXD_1213_FDSW210423200-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8657","CXD_1214_FDSW210423201-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8658","CXD_1215_FDSW210423202-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8659","CXD_0204_FDSW210423206-1r","XM10_FDME220007444-1r",0.436783259940903,0.298883067305748,0,0,0.26433367275335
"8660","CXD_0209_FDSW210423211-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8661","CXD_0210_FDSW210423212-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8662","CXD_0213_FDSW210423215-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8663","CXD_0214_FDSW210423216-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8664","CXD_0215_FDSW210423217-1r","XM10_FDME220007444-1r",0,0.308147379304544,0,0,0.691852620695456
"8665","CXD_1401_FDSW210423218-1r","XM10_FDME220007444-1r",0,0.32577167755677,0,0,0.67422832244323
"8666","CXD_1402_FDSW210423219-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8667","CXD_1408_FDSW210423225-1r","XM10_FDME220007444-1r",0,0.310735124548734,0,0,0.689264875451266
"8668","CXD_1412_FDSW210423229-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8669","CXD_1414_FDSW210423231-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8670","CXD_1415_FDSW210423232-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8671","CXD_1604_FDSW210423236-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8672","CXD_1609_FDSW210423241-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8673","CXD_1610_FDSW210423242-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8674","CXD_1611_FDSW210423243-1r","XM10_FDME220007444-1r",0.391935962650138,0,0,0,0.608064037349862
"8675","CXD_1612_FDSW210423244-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8676","CXD_1613_FDSW210423245-1r","XM10_FDME220007444-1r",0,0,0,0,1
"8677","A1-20-normal","XM10_FDME220007444-1r",0,0.288873998919065,0,0,0.711126001080935
"8678","A3-20-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8679","A5-20-normal","XM10_FDME220007444-1r",0.519163147356832,0,0,0,0.480836852643168
"8680","B1-20-normal","XM10_FDME220007444-1r",0.444208898939555,0,0,0,0.555791101060445
"8681","B3-20-normal","XM10_FDME220007444-1r",0.494942337713481,0,0,0,0.505057662286519
"8682","B5-20-normal","XM10_FDME220007444-1r",0.40005484948227,0,0,0,0.59994515051773
"8683","C1-20-normal","XM10_FDME220007444-1r",0.418782121431502,0,0,0,0.581217878568498
"8684","C3-20-normal","XM10_FDME220007444-1r",0.490166803640691,0,0,0,0.509833196359309
"8685","C5-20-normal","XM10_FDME220007444-1r",0.496777986831001,0,0,0,0.503222013168999
"8686","A1-40-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8687","A3-40-normal","XM10_FDME220007444-1r",0.489684087574697,0.300152018630175,0,0,0.210163893795128
"8688","A5-40-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8689","B1-40-normal","XM10_FDME220007444-1r",0.394432266380252,0,0,0,0.605567733619749
"8690","B3-40-normal","XM10_FDME220007444-1r",0.391528072005002,0,0,0,0.608471927994998
"8691","B5-40-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8692","C1-40-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8693","C3-40-normal","XM10_FDME220007444-1r",0.378429815672997,0,0,0,0.621570184327003
"8694","C5-40-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8695","A1-60-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8696","A3-60-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8697","A5-60-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8698","B1-60-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8699","B3-60-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8700","B5-60-normal","XM10_FDME220007444-1r",0.487473312710178,0,0,0,0.512526687289822
"8701","C1-60-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8702","C3-60-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8703","C5-60-normal","XM10_FDME220007444-1r",0.37654488598803,0,0,0,0.62345511401197
"8704","A1-80-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8705","A3-80-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8706","A5-80-normal","XM10_FDME220007444-1r",0.371391888947838,0,0,0,0.628608111052162
"8707","B1-80-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8708","B3-80-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8709","B5-80-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8710","C1-80-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8711","C3-80-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8712","C5-80-normal","XM10_FDME220007444-1r",0,0.302807123434251,0,0,0.697192876565749
"8713","A1-100-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8714","A3-100-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8715","A5-100-normal","XM10_FDME220007444-1r",0.420966267491482,0,0,0,0.579033732508518
"8716","B1-100-normal","XM10_FDME220007444-1r",0.455193744019901,0.305385033975426,0,0,0.239421222004674
"8717","B3-100-normal","XM10_FDME220007444-1r",0.483833298659388,0.302293270272803,0,0,0.21387343106781
"8718","B5-100-normal","XM10_FDME220007444-1r",0,0,0,0,1
"8719","C1-100-normal","XM10_FDME220007444-1r",0.488413268348157,0.303278429793658,0,0,0.208308301858185
"8720","C3-100-normal","XM10_FDME220007444-1r",0.373985335616333,0,0,0,0.626014664383667
"8721","C5-100-normal","XM10_FDME220007444-1r",0.385540664814156,0,0,0,0.614459335185844
"8722","XM14_FDME220007448-1r","XM12_FDME220007446-1r",0,0.378322444263294,0,0,0.621677555736706
"8723","XM15_FDME220007449-1r","XM12_FDME220007446-1r",0,0.375282633726961,0,0,0.624717366273039
"8724","YC1_FDME220007405-1r","XM12_FDME220007446-1r",0,0.374837369210064,0,0,0.625162630789936
"8725","YC3_FDME220007407-1r","XM12_FDME220007446-1r",0,0.369751593289303,0,0,0.630248406710697
"8726","YC5_FDME220007409-1r","XM12_FDME220007446-1r",0,0.373986084831155,0,0,0.626013915168845
"8727","YC7_FDME220007411-1a","XM12_FDME220007446-1r",0,0.367025153661464,0.233995183372025,0,0.39897966296651
"8728","YC9_FDME220007413-1r","XM12_FDME220007446-1r",0,0.391200978335165,0,0,0.608799021664835
"8729","YC11_FDME220007415-1r","XM12_FDME220007446-1r",0,0.330312115070141,0,0,0.669687884929859
"8730","YC13_FDME220007417-1r","XM12_FDME220007446-1r",0,0.3769661101596,0,0,0.6230338898404
"8731","YC15_FDME220007419-1r","XM12_FDME220007446-1r",0,0.372659886149027,0.241448885126205,0,0.385891228724768
"8732","ZH1_FDSW220008784-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8733","ZH3_FDSW220008786-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8734","ZH5_FDSW220008788-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8735","ZH7_FDSW220008790-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8736","ZH9_FDSW220008792-2r","XM12_FDME220007446-1r",0,0,0,0,1
"8737","ZH11_FDSW220008794-2r","XM12_FDME220007446-1r",0,0,0,0,1
"8738","ZH13_FDSW220008796-2r","XM12_FDME220007446-1r",0,0,0,0,1
"8739","ZH15_FDSW220008798-2r","XM12_FDME220007446-1r",0,0,0,0,1
"8740","C1_FDSW202534412-1r","XM12_FDME220007446-1r",0,0,0,0.0957485285389137,0.904251471461086
"8741","E5_FDSW202534388-1r","XM12_FDME220007446-1r",0,0,0,0.104381352831702,0.895618647168298
"8742","E10_FDSW202534389-1r","XM12_FDME220007446-1r",0,0,0,0.0947578232753336,0.905242176724666
"8743","E20_FDSW202534390-1r","XM12_FDME220007446-1r",0,0,0,0.0724274305735701,0.92757256942643
"8744","E50_FDSW202534391-1r","XM12_FDME220007446-1r",0,0,0,0.0940201013342682,0.905979898665732
"8745","E100_FDSW202534392-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8746","E150_FDSW202534393-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8747","N5_FDSW202534406-1r","XM12_FDME220007446-1r",0,0,0,0.11594773103587,0.88405226896413
"8748","N10_FDSW202534407-1r","XM12_FDME220007446-1r",0,0,0,0.0729738868049105,0.927026113195089
"8749","N20_FDSW202534408-1r","XM12_FDME220007446-1r",0,0,0,0.0597297403955371,0.940270259604463
"8750","N50_FDSW202534409-1r","XM12_FDME220007446-1r",0,0,0,0.051618192492938,0.948381807507062
"8751","N100_FDSW202534410-1r","XM12_FDME220007446-1r",0,0,0,0.109592348773147,0.890407651226853
"8752","N150_FDSW202534411-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8753","S5_FDSW202534394-1r","XM12_FDME220007446-1r",0,0,0,0.0895142516908537,0.910485748309146
"8754","S10_FDSW202534395-1r","XM12_FDME220007446-1r",0,0,0,0.0761264423053915,0.923873557694609
"8755","S20_FDSW202534396-1r","XM12_FDME220007446-1r",0,0,0,0.117852284341734,0.882147715658266
"8756","S50_FDSW202534397-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8757","S100_FDSW202534398-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8758","S150_FDSW202534399-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8759","W5_FDSW202534400-1r","XM12_FDME220007446-1r",0,0,0,0.102592892045262,0.897407107954738
"8760","W10_FDSW202534401-1r","XM12_FDME220007446-1r",0,0,0,0.0952653175847247,0.904734682415275
"8761","W20_FDSW202534402-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8762","W50_FDSW202534403-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8763","W100_FDSW202534404-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8764","W150_FDSW202534405-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8765","CXD_0801_FDSW210423161-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8766","CXD_0802_FDSW210423162-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8767","CXD_0803_FDSW210423163-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8768","CXD_0804_FDSW210423164-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8769","CXD_0805_FDSW210423165-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8770","CXD_0807_FDSW210423167-1r","XM12_FDME220007446-1r",0.374726177159351,0,0,0,0.625273822840649
"8771","CXD_1001_FDSW210423173-1r","XM12_FDME220007446-1r",0.391362653966258,0,0,0,0.608637346033742
"8772","CXD_1003_FDSW210423175-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8773","CXD_1004_FDSW210423176-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8774","CXD_1007_FDSW210423179-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8775","CXD_1009_FDSW210423181-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8776","CXD_1015_FDSW210423187-1r","XM12_FDME220007446-1r",0,0,0,0.00772663430886929,0.992273365691131
"8777","CXD_1201_FDSW210423188-1r","XM12_FDME220007446-1r",0.376939413914406,0,0,0.00959682816124655,0.613463757924348
"8778","CXD_1202_FDSW210423189-1r","XM12_FDME220007446-1r",0.395823425029718,0,0,0,0.604176574970282
"8779","CXD_1203_FDSW210423190-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8780","CXD_1213_FDSW210423200-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8781","CXD_1214_FDSW210423201-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8782","CXD_1215_FDSW210423202-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8783","CXD_0204_FDSW210423206-1r","XM12_FDME220007446-1r",0.414678784657461,0,0,0,0.585321215342539
"8784","CXD_0209_FDSW210423211-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8785","CXD_0210_FDSW210423212-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8786","CXD_0213_FDSW210423215-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8787","CXD_0214_FDSW210423216-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8788","CXD_0215_FDSW210423217-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8789","CXD_1401_FDSW210423218-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8790","CXD_1402_FDSW210423219-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8791","CXD_1408_FDSW210423225-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8792","CXD_1412_FDSW210423229-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8793","CXD_1414_FDSW210423231-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8794","CXD_1415_FDSW210423232-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8795","CXD_1604_FDSW210423236-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8796","CXD_1609_FDSW210423241-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8797","CXD_1610_FDSW210423242-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8798","CXD_1611_FDSW210423243-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8799","CXD_1612_FDSW210423244-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8800","CXD_1613_FDSW210423245-1r","XM12_FDME220007446-1r",0,0,0,0,1
"8801","A1-20-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8802","A3-20-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8803","A5-20-normal","XM12_FDME220007446-1r",0.49705867207339,0,0,0,0.50294132792661
"8804","B1-20-normal","XM12_FDME220007446-1r",0.422104423656113,0,0,0,0.577895576343887
"8805","B3-20-normal","XM12_FDME220007446-1r",0.472837862430039,0,0,0,0.527162137569961
"8806","B5-20-normal","XM12_FDME220007446-1r",0.377950374198828,0,0,0,0.622049625801172
"8807","C1-20-normal","XM12_FDME220007446-1r",0.39667764614806,0,0,0,0.60332235385194
"8808","C3-20-normal","XM12_FDME220007446-1r",0.468062328357249,0,0,0,0.531937671642751
"8809","C5-20-normal","XM12_FDME220007446-1r",0.474673511547559,0,0,0,0.525326488452441
"8810","A1-40-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8811","A3-40-normal","XM12_FDME220007446-1r",0.467579612291255,0,0,0,0.532420387708745
"8812","A5-40-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8813","B1-40-normal","XM12_FDME220007446-1r",0.372327791096809,0,0,0,0.627672208903191
"8814","B3-40-normal","XM12_FDME220007446-1r",0.36942359672156,0,0,0,0.63057640327844
"8815","B5-40-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8816","C1-40-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8817","C3-40-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8818","C5-40-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8819","A1-60-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8820","A3-60-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8821","A5-60-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8822","B1-60-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8823","B3-60-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8824","B5-60-normal","XM12_FDME220007446-1r",0.465368837426736,0,0,0,0.534631162573264
"8825","C1-60-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8826","C3-60-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8827","C5-60-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8828","A1-80-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8829","A3-80-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8830","A5-80-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8831","B1-80-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8832","B3-80-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8833","B5-80-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8834","C1-80-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8835","C3-80-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8836","C5-80-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8837","A1-100-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8838","A3-100-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8839","A5-100-normal","XM12_FDME220007446-1r",0.39886179220804,0,0,0,0.60113820779196
"8840","B1-100-normal","XM12_FDME220007446-1r",0.433089268736459,0,0,0,0.566910731263541
"8841","B3-100-normal","XM12_FDME220007446-1r",0.461728823375946,0,0,0,0.538271176624054
"8842","B5-100-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8843","C1-100-normal","XM12_FDME220007446-1r",0.466308793064715,0,0,0,0.533691206935285
"8844","C3-100-normal","XM12_FDME220007446-1r",0,0,0,0,1
"8845","C5-100-normal","XM12_FDME220007446-1r",0.363436189530714,0,0,0,0.636563810469286
"8846","XM15_FDME220007449-1r","XM14_FDME220007448-1r",0,1,0,0,0
"8847","YC1_FDME220007405-1r","XM14_FDME220007448-1r",0,0.360499014159875,0,0,0.639500985840125
"8848","YC3_FDME220007407-1r","XM14_FDME220007448-1r",0,0.355413238239114,0,0,0.644586761760886
"8849","YC5_FDME220007409-1r","XM14_FDME220007448-1r",0,0.359647729780966,0,0,0.640352270219034
"8850","YC7_FDME220007411-1a","XM14_FDME220007448-1r",0,0.352686798611275,0,0,0.647313201388725
"8851","YC9_FDME220007413-1r","XM14_FDME220007448-1r",0,0.376862623284976,0,0,0.623137376715024
"8852","YC11_FDME220007415-1r","XM14_FDME220007448-1r",0,0.315973760019952,0,0,0.684026239980048
"8853","YC13_FDME220007417-1r","XM14_FDME220007448-1r",0,0.362627755109411,0,0,0.637372244890589
"8854","YC15_FDME220007419-1r","XM14_FDME220007448-1r",0,0.358321531098837,0,0,0.641678468901163
"8855","ZH1_FDSW220008784-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8856","ZH3_FDSW220008786-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8857","ZH5_FDSW220008788-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8858","ZH7_FDSW220008790-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8859","ZH9_FDSW220008792-2r","XM14_FDME220007448-1r",0,0,0,0,1
"8860","ZH11_FDSW220008794-2r","XM14_FDME220007448-1r",0,0,0,0,1
"8861","ZH13_FDSW220008796-2r","XM14_FDME220007448-1r",0,0,0,0,1
"8862","ZH15_FDSW220008798-2r","XM14_FDME220007448-1r",0,0,0,0,1
"8863","C1_FDSW202534412-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8864","E5_FDSW202534388-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8865","E10_FDSW202534389-1r","XM14_FDME220007448-1r",0,0,0,0.0898997369047405,0.910100263095259
"8866","E20_FDSW202534390-1r","XM14_FDME220007448-1r",0,0,0,0.0675693442029769,0.932430655797023
"8867","E50_FDSW202534391-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8868","E100_FDSW202534392-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8869","E150_FDSW202534393-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8870","N5_FDSW202534406-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8871","N10_FDSW202534407-1r","XM14_FDME220007448-1r",0,0,0,0.0681158004343174,0.931884199565683
"8872","N20_FDSW202534408-1r","XM14_FDME220007448-1r",0,0,0,0.054871654024944,0.945128345975056
"8873","N50_FDSW202534409-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8874","N100_FDSW202534410-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8875","N150_FDSW202534411-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8876","S5_FDSW202534394-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8877","S10_FDSW202534395-1r","XM14_FDME220007448-1r",0,0,0,0.0712683559347983,0.928731644065202
"8878","S20_FDSW202534396-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8879","S50_FDSW202534397-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8880","S100_FDSW202534398-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8881","S150_FDSW202534399-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8882","W5_FDSW202534400-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8883","W10_FDSW202534401-1r","XM14_FDME220007448-1r",0,0,0,0.0904072312141316,0.909592768785868
"8884","W20_FDSW202534402-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8885","W50_FDSW202534403-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8886","W100_FDSW202534404-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8887","W150_FDSW202534405-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8888","CXD_0801_FDSW210423161-1r","XM14_FDME220007448-1r",0,0.34282317075905,0,0,0.65717682924095
"8889","CXD_0802_FDSW210423162-1r","XM14_FDME220007448-1r",0,0,0,0,1
"8890","CXD_0803_FDSW210423163-1r","XM14_FDME220007448-1r",0,0.32477417651392,0,0,0.67522582348608
"8891","CXD_0804_FDSW210423164-1r","XM14_FDME220007448-1r",0,0.341110808149981,0,0,0.658889191850019
"8892","CXD_0805_FDSW210423165-1r","XM14_FDME220007448-1r",0,0.343899070217234,0,0,0.656100929782766
