"","sample1","sample2","Heterogeneous.Selection","Homogeneous.Selection","Dispersal.Limitation","Homogenizing.Dispersal","Drift.and.Others"
"1","BH4_FDSW220017124-1r","BH2_FDSW220017122-1r",0,1,0,0,0
"2","BH6_FDSW220017126-1r","BH2_FDSW220017122-1r",0,1,0,0,0
"3","BH8_FDSW220017128-1r","BH2_FDSW220017122-1r",0,1,0,0,0
"4","BH10_FDSW220017130-1r","BH2_FDSW220017122-1r",0,1,0,0,0
"5","BH12_FDSW220017132-1r","BH2_FDSW220017122-1r",0,1,0,0,0
"6","BH14_FDSW220017134-1r","BH2_FDSW220017122-1r",0,1,0,0,0
"7","BH15_FDSW220017135-1r","BH2_FDSW220017122-1r",0,1,0,0,0
"8","DD1_FDSW220008388-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"9","DD3_FDSW220008390-2r","BH2_FDSW220017122-1r",0,0,0,0,1
"10","DD5_FDSW220008392-2r","BH2_FDSW220017122-1r",0,0,0,0,1
"11","DD7_FDSW220008394-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"12","DD9_FDSW220008396-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"13","DD13_FDSW220008400-2r","BH2_FDSW220017122-1r",0,0,0,0,1
"14","LYG1_FDME210455382-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"15","LYG3_FDME210455384-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"16","LYG5_FDME210455386-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"17","LYG6_FDME210455387-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"18","LYG7_FDME210455388-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"19","LYG11_FDME210455392-2r","BH2_FDSW220017122-1r",0,0,0,0,1
"20","LYG13_FDME210455394-1a","BH2_FDSW220017122-1r",0,0,0,0,1
"21","NB1_FDME210455352-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"22","NB2_FDME210455353-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"23","NB4_FDME210455355-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"24","NB6_FDME210455357-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"25","NB7_FDME210455358-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"26","NB11_FDME210455362-1b","BH2_FDSW220017122-1r",0,0,0,0,1
"27","NB12_FDME210455363-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"28","NB15_FDME210455366-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"29","SY3_FDME210455399-2a","BH2_FDSW220017122-1r",0,0,0,0,1
"30","SY7_FDME210455403-2a","BH2_FDSW220017122-1r",0,0,0,0,1
"31","SY9_FDME210455405-2a","BH2_FDSW220017122-1r",0,0,0,0,1
"32","SY11_FDME210455407-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"33","SY12_FDME210455408-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"34","SY13_FDME210455409-2a","BH2_FDSW220017122-1r",0,0,0,0,1
"35","SY15_FDME210455411-2a","BH2_FDSW220017122-1r",0,0,0,0,1
"36","ST1_FDME220007465-1r","BH2_FDSW220017122-1r",0,0,0,0.0114786570023393,0.988521342997661
"37","ST3_L1","BH2_FDSW220017122-1r",0,0,0,0,1
"38","ST7_FDME220007471-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"39","ST9_L1","BH2_FDSW220017122-1r",0,0,0.5,0,0.5
"40","ST10_L1","BH2_FDSW220017122-1r",0,0,0,0,1
"41","ST12_L1","BH2_FDSW220017122-1r",0,0,0,0,1
"42","ST13_L1","BH2_FDSW220017122-1r",0,0,0.5,0,0.5
"43","ST15_L1","BH2_FDSW220017122-1r",0,0,0.5,0,0.5
"44","WZ1_L1","BH2_FDSW220017122-1r",0,0,0,0,1
"45","WZ3_L1","BH2_FDSW220017122-1r",0,0,0,0,1
"46","WZ5_L1","BH2_FDSW220017122-1r",0,0,0,0,1
"47","WZ7_FDME210455463-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"48","WZ10_L1","BH2_FDSW220017122-1r",0,0,0,0,1
"49","WZ11_L1","BH2_FDSW220017122-1r",0,0,0,0,1
"50","WZ14_L1","BH2_FDSW220017122-1r",0,0,0,0,1
"51","WZ15_FDME210455471-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"52","XM2_FDME220007436-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"53","XM4_FDME220007438-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"54","XM6_FDME220007440-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"55","XM8_FDME220007442-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"56","XM10_FDME220007444-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"57","XM12_FDME220007446-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"58","XM14_FDME220007448-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"59","XM15_FDME220007449-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"60","YC1_FDME220007405-1r","BH2_FDSW220017122-1r",0,0,0.302608446604142,0,0.697391553395858
"61","YC3_FDME220007407-1r","BH2_FDSW220017122-1r",0,0,0.292149951582449,0,0.707850048417551
"62","YC5_FDME220007409-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"63","YC7_FDME220007411-1a","BH2_FDSW220017122-1r",0,0,0.302128524268456,0,0.697871475731544
"64","YC9_FDME220007413-1r","BH2_FDSW220017122-1r",0,0,0.316047760504085,0,0.683952239495915
"65","YC11_FDME220007415-1r","BH2_FDSW220017122-1r",0,0,0.297321293731962,0,0.702678706268038
"66","YC13_FDME220007417-1r","BH2_FDSW220017122-1r",0,0,0.305532695768406,0,0.694467304231594
"67","YC15_FDME220007419-1r","BH2_FDSW220017122-1r",0,0,0.309582226022635,0,0.690417773977365
"68","ZH1_FDSW220008784-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"69","ZH3_FDSW220008786-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"70","ZH5_FDSW220008788-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"71","ZH7_FDSW220008790-1r","BH2_FDSW220017122-1r",0,0,0,0,1
"72","ZH9_FDSW220008792-2r","BH2_FDSW220017122-1r",0,0,0,0,1
"73","ZH11_FDSW220008794-2r","BH2_FDSW220017122-1r",0,0,0,0,1
"74","ZH13_FDSW220008796-2r","BH2_FDSW220017122-1r",0,0,0,0,1
"75","ZH15_FDSW220008798-2r","BH2_FDSW220017122-1r",0,0,0,0,1
"76","C1_FDSW202534412-1r","BH2_FDSW220017122-1r",0.550090479820071,0,0,0.0908904421683205,0.359019078011609
"77","E5_FDSW202534388-1r","BH2_FDSW220017122-1r",0.535241266064758,0,0,0.0995232664611089,0.365235467474133
"78","E10_FDSW202534389-1r","BH2_FDSW220017122-1r",0.532400386244559,0,0,0.0898997369047405,0.377699876850701
"79","E20_FDSW202534390-1r","BH2_FDSW220017122-1r",0.582584635165245,0,0,0.0675693442029769,0.349846020631778
"80","E50_FDSW202534391-1r","BH2_FDSW220017122-1r",0.586817976465619,0,0,0,0.413182023534381
"81","E100_FDSW202534392-1r","BH2_FDSW220017122-1r",0.587721187600435,0,0,0,0.412278812399565
"82","E150_FDSW202534393-1r","BH2_FDSW220017122-1r",0.584876362908735,0,0,0,0.415123637091265
"83","N5_FDSW202534406-1r","BH2_FDSW220017122-1r",0.539682632030607,0,0,0,0.460317367969393
"84","N10_FDSW202534407-1r","BH2_FDSW220017122-1r",0.559688784966304,0,0,0.0681158004343174,0.372195414599379
"85","N20_FDSW202534408-1r","BH2_FDSW220017122-1r",0.546308011178461,0,0,0.054871654024944,0.398820334796595
"86","N50_FDSW202534409-1r","BH2_FDSW220017122-1r",0.624181434157695,0,0,0.0467601061223448,0.32905845971996
"87","N100_FDSW202534410-1r","BH2_FDSW220017122-1r",0.559432244314919,0,0,0,0.440567755685081
"88","N150_FDSW202534411-1r","BH2_FDSW220017122-1r",0.541883988069722,0,0,0,0.458116011930278
"89","S5_FDSW202534394-1r","BH2_FDSW220017122-1r",0.540104221637019,0,0,0.0846561653202606,0.37523961304272
"90","S10_FDSW202534395-1r","BH2_FDSW220017122-1r",0.551117488151188,0,0,0.0712683559347983,0.377614155914014
"91","S20_FDSW202534396-1r","BH2_FDSW220017122-1r",0.520170409257626,0,0,0,0.479829590742374
"92","S50_FDSW202534397-1r","BH2_FDSW220017122-1r",0.497172717122896,0,0,0,0.502827282877104
"93","S100_FDSW202534398-1r","BH2_FDSW220017122-1r",0.472236262352702,0,0,0,0.527763737647297
"94","S150_FDSW202534399-1r","BH2_FDSW220017122-1r",0.505593313184465,0,0,0,0.494406686815535
"95","W5_FDSW202534400-1r","BH2_FDSW220017122-1r",0.530473339226946,0,0,0.097734805674669,0.371791855098385
"96","W10_FDSW202534401-1r","BH2_FDSW220017122-1r",0.53905902172024,0,0,0.0904072312141316,0.370533747065628
"97","W20_FDSW202534402-1r","BH2_FDSW220017122-1r",0.515660557187389,0,0,0,0.484339442812611
"98","W50_FDSW202534403-1r","BH2_FDSW220017122-1r",0.520089215797981,0,0,0,0.479910784202019
"99","W100_FDSW202534404-1r","BH2_FDSW220017122-1r",0.516689210071487,0,0,0,0.483310789928513
"100","W150_FDSW202534405-1r","BH2_FDSW220017122-1r",0.47549192256673,0,0,0,0.52450807743327
"101","CXD_0801_FDSW210423161-1r","BH2_FDSW220017122-1r",0.532779854800088,0,0,0,0.467220145199912
"102","CXD_0802_FDSW210423162-1r","BH2_FDSW220017122-1r",0.559138521104383,0,0,0,0.440861478895617
"103","CXD_0803_FDSW210423163-1r","BH2_FDSW220017122-1r",0,0,0.41757610457894,0,0.58242389542106
"104","CXD_0804_FDSW210423164-1r","BH2_FDSW220017122-1r",0.484368942229491,0,0,0,0.515631057770509
"105","CXD_0805_FDSW210423165-1r","BH2_FDSW220017122-1r",0,0,0.460618743919255,0,0.539381256080745
"106","CXD_0807_FDSW210423167-1r","BH2_FDSW220017122-1r",0.457229000994999,0,0,0,0.542770999005001
"107","CXD_1001_FDSW210423173-1r","BH2_FDSW220017122-1r",0,0,0.426608876352296,0,0.573391123647704
"108","CXD_1003_FDSW210423175-1r","BH2_FDSW220017122-1r",0.461570125512567,0,0,0,0.538429874487433
"109","CXD_1004_FDSW210423176-1r","BH2_FDSW220017122-1r",0,0,0.441331075134375,0,0.558668924865625
"110","CXD_1007_FDSW210423179-1r","BH2_FDSW220017122-1r",0.469168920492541,0,0,0,0.530831079507459
"111","CXD_1009_FDSW210423181-1r","BH2_FDSW220017122-1r",0.463352034544167,0,0,0,0.536647965455833
"112","CXD_1015_FDSW210423187-1r","BH2_FDSW220017122-1r",0.461264486942661,0,0,0.0314310184539576,0.507304494603382
"113","CXD_1201_FDSW210423188-1r","BH2_FDSW220017122-1r",0,0,0.44482533698073,0,0.55517466301927
"114","CXD_1202_FDSW210423189-1r","BH2_FDSW220017122-1r",0,0,0.44519878321116,0,0.55480121678884
"115","CXD_1203_FDSW210423190-1r","BH2_FDSW220017122-1r",0.507170258074202,0,0,0,0.492829741925798
"116","CXD_1213_FDSW210423200-1r","BH2_FDSW220017122-1r",0.504135785112364,0,0,0,0.495864214887636
"117","CXD_1214_FDSW210423201-1r","BH2_FDSW220017122-1r",0.472232271280009,0,0,0.0421163529135506,0.485651375806441
"118","CXD_1215_FDSW210423202-1r","BH2_FDSW220017122-1r",0,0,0.422589177470976,0,0.577410822529024
"119","CXD_0204_FDSW210423206-1r","BH2_FDSW220017122-1r",0,0,0.465131281383169,0,0.534868718616831
"120","CXD_0209_FDSW210423211-1r","BH2_FDSW220017122-1r",0.517969953816302,0,0,0,0.482030046183698
"121","CXD_0210_FDSW210423212-1r","BH2_FDSW220017122-1r",0.562514177992188,0,0,0,0.437485822007812
"122","CXD_0213_FDSW210423215-1r","BH2_FDSW220017122-1r",0.518603181412065,0,0,0,0.481396818587935
"123","CXD_0214_FDSW210423216-1r","BH2_FDSW220017122-1r",0.518065724157893,0,0,0,0.481934275842107
"124","CXD_0215_FDSW210423217-1r","BH2_FDSW220017122-1r",0.493816201363649,0,0,0,0.506183798636351
"125","CXD_1401_FDSW210423218-1r","BH2_FDSW220017122-1r",0.53403992245716,0,0,0,0.46596007754284
"126","CXD_1402_FDSW210423219-1r","BH2_FDSW220017122-1r",0.507569137921337,0,0,0,0.492430862078663
"127","CXD_1408_FDSW210423225-1r","BH2_FDSW220017122-1r",0,0,0.472043435962654,0,0.527956564037346
"128","CXD_1412_FDSW210423229-1r","BH2_FDSW220017122-1r",0.495972738882713,0,0,0,0.504027261117287
"129","CXD_1414_FDSW210423231-1r","BH2_FDSW220017122-1r",0.472088663826135,0,0,0.0366214537533026,0.491289882420563
"130","CXD_1415_FDSW210423232-1r","BH2_FDSW220017122-1r",0.536244916034103,0,0,0.0267246808958492,0.437030403070048
"131","CXD_1604_FDSW210423236-1r","BH2_FDSW220017122-1r",0.504598088602384,0,0,0,0.495401911397616
"132","CXD_1609_FDSW210423241-1r","BH2_FDSW220017122-1r",0.505433293926359,0,0,0,0.494566706073641
"133","CXD_1610_FDSW210423242-1r","BH2_FDSW220017122-1r",0.453088000849194,0,0,0,0.546911999150806
"134","CXD_1611_FDSW210423243-1r","BH2_FDSW220017122-1r",0.452534947518944,0,0,0,0.547465052481057
"135","CXD_1612_FDSW210423244-1r","BH2_FDSW220017122-1r",0.463693306276119,0,0,0,0.536306693723881
"136","CXD_1613_FDSW210423245-1r","BH2_FDSW220017122-1r",0,0,0.447108806777912,0,0.552891193222088
"137","A1-20-normal","BH2_FDSW220017122-1r",0,0,0,0,1
"138","A3-20-normal","BH2_FDSW220017122-1r",0.496128472802127,0,0,0,0.503871527197873
"139","A5-20-normal","BH2_FDSW220017122-1r",0,0,0.405236573375477,0,0.594763426624523
"140","B1-20-normal","BH2_FDSW220017122-1r",0,0,0.423976867692614,0,0.576023132307386
"141","B3-20-normal","BH2_FDSW220017122-1r",0,0,0.419881173790442,0,0.580118826209558
"142","B5-20-normal","BH2_FDSW220017122-1r",0.469719860273589,0,0,0,0.530280139726411
"143","C1-20-normal","BH2_FDSW220017122-1r",0.465915075833803,0,0,0,0.534084924166197
"144","C3-20-normal","BH2_FDSW220017122-1r",0,0,0.416976161202318,0,0.583023838797682
"145","C5-20-normal","BH2_FDSW220017122-1r",0,0,0.40848633992888,0,0.59151366007112
"146","A1-40-normal","BH2_FDSW220017122-1r",0.531202176053901,0,0,0,0.468797823946099
"147","A3-40-normal","BH2_FDSW220017122-1r",0,0,0.405194057272878,0,0.594805942727122
"148","A5-40-normal","BH2_FDSW220017122-1r",0.448951158560691,0,0,0,0.551048841439309
"149","B1-40-normal","BH2_FDSW220017122-1r",0.440388789325139,0,0,0,0.559611210674861
"150","B3-40-normal","BH2_FDSW220017122-1r",0.4673020172252,0,0,0,0.5326979827748
"151","B5-40-normal","BH2_FDSW220017122-1r",0.461490241233202,0,0,0,0.538509758766798
"152","C1-40-normal","BH2_FDSW220017122-1r",0.476406355199223,0,0,0,0.523593644800777
"153","C3-40-normal","BH2_FDSW220017122-1r",0.437220291617574,0,0,0.021466193076564,0.541313515305862
"154","C5-40-normal","BH2_FDSW220017122-1r",0.468928593058032,0,0,0,0.531071406941968
"155","A1-60-normal","BH2_FDSW220017122-1r",0.472557087690162,0,0,0,0.527442912309838
"156","A3-60-normal","BH2_FDSW220017122-1r",0.468354971370367,0,0,0,0.531645028629633
"157","A5-60-normal","BH2_FDSW220017122-1r",0.457727176323362,0,0,0,0.542272823676638
"158","B1-60-normal","BH2_FDSW220017122-1r",0.44989344547471,0,0,0,0.55010655452529
"159","B3-60-normal","BH2_FDSW220017122-1r",0.456503928429894,0,0,0,0.543496071570106
"160","B5-60-normal","BH2_FDSW220017122-1r",0,0,0.42218328327009,0,0.57781671672991
"161","C1-60-normal","BH2_FDSW220017122-1r",0.449210521287215,0,0,0,0.550789478712785
"162","C3-60-normal","BH2_FDSW220017122-1r",0.451853149245123,0,0,0,0.548146850754878
"163","C5-60-normal","BH2_FDSW220017122-1r",0.464234769030602,0,0,0,0.535765230969398
"164","A1-80-normal","BH2_FDSW220017122-1r",0.458095979661515,0,0,0,0.541904020338485
"165","A3-80-normal","BH2_FDSW220017122-1r",0.452753154986609,0,0,0,0.547246845013391
"166","A5-80-normal","BH2_FDSW220017122-1r",0.449083938330687,0,0,0,0.550916061669313
"167","B1-80-normal","BH2_FDSW220017122-1r",0.522900445934093,0,0,0,0.477099554065907
"168","B3-80-normal","BH2_FDSW220017122-1r",0.45927599277018,0,0,0,0.54072400722982
"169","B5-80-normal","BH2_FDSW220017122-1r",0.46660980846844,0,0,0,0.53339019153156
"170","C1-80-normal","BH2_FDSW220017122-1r",0.458787273271106,0,0,0,0.541212726728894
"171","C3-80-normal","BH2_FDSW220017122-1r",0.456782880770484,0,0,0,0.543217119229516
"172","C5-80-normal","BH2_FDSW220017122-1r",0.490104434256868,0,0,0,0.509895565743132
"173","A1-100-normal","BH2_FDSW220017122-1r",0.53142161785816,0,0,0,0.46857838214184
"174","A3-100-normal","BH2_FDSW220017122-1r",0.445270066493859,0,0,0,0.554729933506141
"175","A5-100-normal","BH2_FDSW220017122-1r",0,0,0.438122755985262,0,0.561877244014738
"176","B1-100-normal","BH2_FDSW220017122-1r",0,0,0.424071288093644,0,0.575928711906356
"177","B3-100-normal","BH2_FDSW220017122-1r",0,0,0.45356708370706,0,0.54643291629294
"178","B5-100-normal","BH2_FDSW220017122-1r",0.494740072955175,0,0,0,0.505259927044825
"179","C1-100-normal","BH2_FDSW220017122-1r",0,0,0.414379659202582,0,0.585620340797418
"180","C3-100-normal","BH2_FDSW220017122-1r",0.451876207669122,0,0,0,0.548123792330878
"181","C5-100-normal","BH2_FDSW220017122-1r",0.462354243495272,0,0,0,0.537645756504728
"182","BH6_FDSW220017126-1r","BH4_FDSW220017124-1r",0,1,0,0,0
"183","BH8_FDSW220017128-1r","BH4_FDSW220017124-1r",0,1,0,0,0
"184","BH10_FDSW220017130-1r","BH4_FDSW220017124-1r",0,1,0,0,0
"185","BH12_FDSW220017132-1r","BH4_FDSW220017124-1r",0,1,0,0,0
"186","BH14_FDSW220017134-1r","BH4_FDSW220017124-1r",0,1,0,0,0
"187","BH15_FDSW220017135-1r","BH4_FDSW220017124-1r",0,1,0,0,0
"188","DD1_FDSW220008388-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"189","DD3_FDSW220008390-2r","BH4_FDSW220017124-1r",0,0,0,0,1
"190","DD5_FDSW220008392-2r","BH4_FDSW220017124-1r",0,0,0,0,1
"191","DD7_FDSW220008394-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"192","DD9_FDSW220008396-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"193","DD13_FDSW220008400-2r","BH4_FDSW220017124-1r",0,0,0,0,1
"194","LYG1_FDME210455382-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"195","LYG3_FDME210455384-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"196","LYG5_FDME210455386-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"197","LYG6_FDME210455387-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"198","LYG7_FDME210455388-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"199","LYG11_FDME210455392-2r","BH4_FDSW220017124-1r",0,0,0,0,1
"200","LYG13_FDME210455394-1a","BH4_FDSW220017124-1r",0,0,0,0,1
"201","NB1_FDME210455352-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"202","NB2_FDME210455353-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"203","NB4_FDME210455355-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"204","NB6_FDME210455357-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"205","NB7_FDME210455358-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"206","NB11_FDME210455362-1b","BH4_FDSW220017124-1r",0,0,0,0,1
"207","NB12_FDME210455363-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"208","NB15_FDME210455366-1r","BH4_FDSW220017124-1r",0,0,0.256275240639392,0,0.743724759360608
"209","SY3_FDME210455399-2a","BH4_FDSW220017124-1r",0,0,0,0,1
"210","SY7_FDME210455403-2a","BH4_FDSW220017124-1r",0,0,0,0,1
"211","SY9_FDME210455405-2a","BH4_FDSW220017124-1r",0,0,0,0,1
"212","SY11_FDME210455407-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"213","SY12_FDME210455408-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"214","SY13_FDME210455409-2a","BH4_FDSW220017124-1r",0,0,0,0,1
"215","SY15_FDME210455411-2a","BH4_FDSW220017124-1r",0,0,0,0,1
"216","ST1_FDME220007465-1r","BH4_FDSW220017124-1r",0,0,0,0.0114786570023393,0.988521342997661
"217","ST3_L1","BH4_FDSW220017124-1r",0,0,0,0,1
"218","ST7_FDME220007471-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"219","ST9_L1","BH4_FDSW220017124-1r",0,0,0.5,0,0.5
"220","ST10_L1","BH4_FDSW220017124-1r",0,0,0,0,1
"221","ST12_L1","BH4_FDSW220017124-1r",0,0,0,0,1
"222","ST13_L1","BH4_FDSW220017124-1r",0,0,0.5,0,0.5
"223","ST15_L1","BH4_FDSW220017124-1r",0,0,0.5,0,0.5
"224","WZ1_L1","BH4_FDSW220017124-1r",0,0,0,0,1
"225","WZ3_L1","BH4_FDSW220017124-1r",0,0,0,0,1
"226","WZ5_L1","BH4_FDSW220017124-1r",0,0,0,0,1
"227","WZ7_FDME210455463-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"228","WZ10_L1","BH4_FDSW220017124-1r",0,0,0,0,1
"229","WZ11_L1","BH4_FDSW220017124-1r",0,0,0,0,1
"230","WZ14_L1","BH4_FDSW220017124-1r",0,0,0,0,1
"231","WZ15_FDME210455471-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"232","XM2_FDME220007436-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"233","XM4_FDME220007438-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"234","XM6_FDME220007440-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"235","XM8_FDME220007442-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"236","XM10_FDME220007444-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"237","XM12_FDME220007446-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"238","XM14_FDME220007448-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"239","XM15_FDME220007449-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"240","YC1_FDME220007405-1r","BH4_FDSW220017124-1r",0,0,0.313497191092334,0,0.686502808907666
"241","YC3_FDME220007407-1r","BH4_FDSW220017124-1r",0,0,0.303038696070641,0,0.696961303929359
"242","YC5_FDME220007409-1r","BH4_FDSW220017124-1r",0,0,0.308011080443457,0,0.691988919556543
"243","YC7_FDME220007411-1a","BH4_FDSW220017124-1r",0,0,0.313017268756648,0,0.686982731243352
"244","YC9_FDME220007413-1r","BH4_FDSW220017124-1r",0,0,0.326936504992277,0,0.673063495007723
"245","YC11_FDME220007415-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"246","YC13_FDME220007417-1r","BH4_FDSW220017124-1r",0,0,0.316421440256597,0,0.683578559743403
"247","YC15_FDME220007419-1r","BH4_FDSW220017124-1r",0,0,0.320470970510827,0,0.679529029489173
"248","ZH1_FDSW220008784-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"249","ZH3_FDSW220008786-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"250","ZH5_FDSW220008788-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"251","ZH7_FDSW220008790-1r","BH4_FDSW220017124-1r",0,0,0,0,1
"252","ZH9_FDSW220008792-2r","BH4_FDSW220017124-1r",0,0,0,0,1
"253","ZH11_FDSW220008794-2r","BH4_FDSW220017124-1r",0,0,0,0,1
"254","ZH13_FDSW220008796-2r","BH4_FDSW220017124-1r",0,0,0,0,1
"255","ZH15_FDSW220008798-2r","BH4_FDSW220017124-1r",0,0,0,0,1
"256","C1_FDSW202534412-1r","BH4_FDSW220017124-1r",0.552446924440093,0,0,0.0908904421683205,0.356662633391586
"257","E5_FDSW202534388-1r","BH4_FDSW220017124-1r",0.53759771068478,0,0,0.0995232664611089,0.362879022854111
"258","E10_FDSW202534389-1r","BH4_FDSW220017124-1r",0.534756830864581,0,0,0.0898997369047405,0.375343432230679
"259","E20_FDSW202534390-1r","BH4_FDSW220017124-1r",0.584941079785268,0,0,0.0675693442029769,0.347489576011756
"260","E50_FDSW202534391-1r","BH4_FDSW220017124-1r",0.589174421085641,0,0,0,0.410825578914359
"261","E100_FDSW202534392-1r","BH4_FDSW220017124-1r",0.590077632220457,0,0,0,0.409922367779543
"262","E150_FDSW202534393-1r","BH4_FDSW220017124-1r",0.587232807528757,0,0,0,0.412767192471243
"263","N5_FDSW202534406-1r","BH4_FDSW220017124-1r",0.54203907665063,0,0,0,0.45796092334937
"264","N10_FDSW202534407-1r","BH4_FDSW220017124-1r",0.562045229586326,0,0,0.0681158004343174,0.369838969979357
"265","N20_FDSW202534408-1r","BH4_FDSW220017124-1r",0.548664455798484,0,0,0.054871654024944,0.396463890176572
"266","N50_FDSW202534409-1r","BH4_FDSW220017124-1r",0.626537878777718,0,0,0.0467601061223448,0.326702015099938
"267","N100_FDSW202534410-1r","BH4_FDSW220017124-1r",0.561788688934942,0,0,0,0.438211311065058
"268","N150_FDSW202534411-1r","BH4_FDSW220017124-1r",0.544240432689745,0,0,0,0.455759567310255
"269","S5_FDSW202534394-1r","BH4_FDSW220017124-1r",0.542460666257042,0,0,0.0846561653202606,0.372883168422698
"270","S10_FDSW202534395-1r","BH4_FDSW220017124-1r",0.553473932771211,0,0,0.0712683559347983,0.375257711293991
"271","S20_FDSW202534396-1r","BH4_FDSW220017124-1r",0.522526853877648,0,0,0,0.477473146122352
"272","S50_FDSW202534397-1r","BH4_FDSW220017124-1r",0.499529161742919,0,0,0,0.500470838257081
"273","S100_FDSW202534398-1r","BH4_FDSW220017124-1r",0.474592706972725,0,0,0,0.525407293027275
"274","S150_FDSW202534399-1r","BH4_FDSW220017124-1r",0.507949757804487,0,0,0,0.492050242195513
"275","W5_FDSW202534400-1r","BH4_FDSW220017124-1r",0.532829783846969,0,0,0.097734805674669,0.369435410478362
"276","W10_FDSW202534401-1r","BH4_FDSW220017124-1r",0.541415466340263,0,0,0.0904072312141316,0.368177302445606
"277","W20_FDSW202534402-1r","BH4_FDSW220017124-1r",0.518017001807411,0,0,0,0.481982998192589
"278","W50_FDSW202534403-1r","BH4_FDSW220017124-1r",0.522445660418004,0,0,0,0.477554339581996
"279","W100_FDSW202534404-1r","BH4_FDSW220017124-1r",0.51904565469151,0,0,0,0.48095434530849
"280","W150_FDSW202534405-1r","BH4_FDSW220017124-1r",0.477848367186753,0,0,0,0.522151632813248
"281","CXD_0801_FDSW210423161-1r","BH4_FDSW220017124-1r",0.535136299420111,0,0,0,0.464863700579889
"282","CXD_0802_FDSW210423162-1r","BH4_FDSW220017124-1r",0.561494965724406,0,0,0,0.438505034275594
"283","CXD_0803_FDSW210423163-1r","BH4_FDSW220017124-1r",0,0,0.419932549198962,0,0.580067450801037
"284","CXD_0804_FDSW210423164-1r","BH4_FDSW220017124-1r",0.486725386849514,0,0,0,0.513274613150486
"285","CXD_0805_FDSW210423165-1r","BH4_FDSW220017124-1r",0,0,0.462975188539278,0,0.537024811460722
"286","CXD_0807_FDSW210423167-1r","BH4_FDSW220017124-1r",0.459585445615021,0,0,0,0.540414554384979
"287","CXD_1001_FDSW210423173-1r","BH4_FDSW220017124-1r",0,0,0.428965320972318,0,0.571034679027682
