group,name1,name2,C.ij.bray,E.ij.bray,ST.ij.bray,NST.ij.bray,MST.ij.bray,SES.ij.bray,RC.ij.bray
85,a,E10_FDSW202534389-1r,BH2_FDSW220017122-1r,0,0.12972441036,0.87027558964,1.00339084933896,0,1.63303693647013,0.987
86,a,E20_FDSW202534390-1r,BH2_FDSW220017122-1r,0,0.11597260362,0.88402739638,1.06928394885248,0,1.39548433448016,0.943
87,a,E50_FDSW202534391-1r,BH2_FDSW220017122-1r,0,0.07602548078,0.92397451922,1.26069441515275,0,1.22894773957692,0.869
88,a,E100_FDSW202534392-1r,BH2_FDSW220017122-1r,0,0.06475178298,0.93524821702,1.31471341826017,0,1.0098616566287,0.743
89,a,E150_FDSW202534393-1r,BH2_FDSW220017122-1r,0,0.08775,0.91225,1.20451525801958,0,1.08546775951334,0.81
90,a,N5_FDSW202534406-1r,BH2_FDSW220017122-1r,0,0.11859912014,0.88140087986,1.05669874330834,0,1.61688837074159,0.989
91,a,N10_FDSW202534407-1r,BH2_FDSW220017122-1r,0,0.11966811939,0.88033188061,1.05157653098439,0,1.38797820540962,0.951
92,a,N20_FDSW202534408-1r,BH2_FDSW220017122-1r,0,0.08618604052,0.91381395948,1.2120091197062,0,1.3646652274984,0.927
93,a,N50_FDSW202534409-1r,BH2_FDSW220017122-1r,0,0.05598518079,0.94401481921,1.35671943255507,0,0.91938423216086,0.682
94,a,N100_FDSW202534410-1r,BH2_FDSW220017122-1r,0,0.10096296371,0.89903703629,1.14120407650922,0,1.56431870658616,0.976
95,a,N150_FDSW202534411-1r,BH2_FDSW220017122-1r,0,0.12738645223,0.87261354777,1.01459339971152,0,1.51312778771464,0.98
96,a,S5_FDSW202534394-1r,BH2_FDSW220017122-1r,0,0.10414,0.89586,1.1259810027435,0,1.42676437811122,0.944
97,a,S10_FDSW202534395-1r,BH2_FDSW220017122-1r,0,0.09761497086,0.90238502914,1.15724630501101,0,1.4838648117789,0.96
98,a,S20_FDSW202534396-1r,BH2_FDSW220017122-1r,0,0.10976414738,0.89023585262,1.09903236173976,0,1.66036678463482,0.993
99,a,S50_FDSW202534397-1r,BH2_FDSW220017122-1r,0,0.0967058803600001,0.90329411964,1.16160229923896,0,1.66460507132009,0.985
100,a,S100_FDSW202534398-1r,BH2_FDSW220017122-1r,0,0.10636099037,0.89363900963,1.1153389145993,0,1.68236790470982,0.994
101,a,S150_FDSW202534399-1r,BH2_FDSW220017122-1r,0,0.11290825509,0.88709174491,1.08396706841989,0,1.64915639402952,0.989
102,a,W5_FDSW202534400-1r,BH2_FDSW220017122-1r,0,0.10550247766,0.89449752234,1.11945256050076,0,1.59351422124078,0.973
103,a,W10_FDSW202534401-1r,BH2_FDSW220017122-1r,0,0.11024999945,0.88975000055,1.09670435499834,0,1.52542284686189,0.977
104,a,W20_FDSW202534402-1r,BH2_FDSW220017122-1r,0,0.11434977376,0.88565022624,1.07705989360507,0,1.65496711962291,0.994
105,a,W50_FDSW202534403-1r,BH2_FDSW220017122-1r,0,0.10830245267,0.89169754733,1.10603621198325,0,1.61783895249853,0.98
106,a,W100_FDSW202534404-1r,BH2_FDSW220017122-1r,0,0.1169417007,0.8830582993,1.06464042734741,0,1.66423106240038,0.987
107,a,W150_FDSW202534405-1r,BH2_FDSW220017122-1r,0,0.09622459623,0.90377540377,1.16390841825823,0,1.57542708739587,0.972
108,a,CXD_0801_FDSW210423161-1r,BH2_FDSW220017122-1r,0,0.0765298016,0.9234701984,1.25827791362628,0,1.02300556133989,0.781
109,a,CXD_0802_FDSW210423162-1r,BH2_FDSW220017122-1r,0,0.12127826432,0.87872173568,1.0438613672892,0,1.28234807920348,0.937
110,a,CXD_0803_FDSW210423163-1r,BH2_FDSW220017122-1r,0,0.11924886699,0.88075113301,1.05358541902629,0,1.26779480254578,0.925
111,a,CXD_0804_FDSW210423164-1r,BH2_FDSW220017122-1r,0,0.1053930258,0.8946069742,1.1199770095742,0,1.30782224629485,0.936
112,a,CXD_0805_FDSW210423165-1r,BH2_FDSW220017122-1r,0,0.09925000142,0.90074999858,1.14941189943547,0,1.3170974006688,0.923
113,a,CXD_0807_FDSW210423167-1r,BH2_FDSW220017122-1r,0,0.10691089614,0.89308910386,1.11270398841755,0,1.35225664768393,0.945
114,a,CXD_1001_FDSW210423173-1r,BH2_FDSW220017122-1r,0,0.15381924076,0.84618075924,0.887938161024903,0,1.47110725740178,0.973
115,a,CXD_1003_FDSW210423175-1r,BH2_FDSW220017122-1r,0,0.12477419207,0.87522580793,1.02711029454087,0,1.67291987711754,0.992
116,a,CXD_1004_FDSW210423176-1r,BH2_FDSW220017122-1r,0,0.11943497642,0.88056502358,1.05269365786187,0,1.45056410123357,0.964
117,a,CXD_1007_FDSW210423179-1r,BH2_FDSW220017122-1r,0,0.12711475321,0.87288524679,1.01589527159651,0,1.5997670894939,0.987
118,a,CXD_1009_FDSW210423181-1r,BH2_FDSW220017122-1r,0,0.14913371947,0.85086628053,0.910389285191491,0,1.60702134201639,0.988
119,a,CXD_1015_FDSW210423187-1r,BH2_FDSW220017122-1r,0,0.14920436187,0.85079563813,0.910050795363857,0,1.76070497839479,0.998
120,a,CXD_1201_FDSW210423188-1r,BH2_FDSW220017122-1r,0,0.15278571346,0.84721428654,0.892890406101962,0,1.63215736850781,0.982
121,a,CXD_1202_FDSW210423189-1r,BH2_FDSW220017122-1r,0,0.14019112596,0.85980887404,0.953238578757358,0,1.38303476662057,0.948
122,a,CXD_1203_FDSW210423190-1r,BH2_FDSW220017122-1r,0,0.10287309746,0.89712690254,1.13205148764199,0,1.51275583674024,0.961
123,a,CXD_1213_FDSW210423200-1r,BH2_FDSW220017122-1r,0,0.15253406053,0.84746593947,0.89409622522616,0,1.70904053110222,0.999
124,a,CXD_1214_FDSW210423201-1r,BH2_FDSW220017122-1r,0,0.15486543546,0.84513456454,0.882925218887119,0,1.76445249122645,0.997
125,a,CXD_1215_FDSW210423202-1r,BH2_FDSW220017122-1r,0,0.15070454455,0.84929545545,0.902862526324694,0,1.58810868967341,0.992
126,a,CXD_0204_FDSW210423206-1r,BH2_FDSW220017122-1r,0,0.13049411626,0.86950588374,0.999702729775933,0,1.50424340334036,0.971
127,a,CXD_0209_FDSW210423211-1r,BH2_FDSW220017122-1r,0,0.12861477168,0.87138522832,1.00870778938529,0,1.53111946668875,0.984
128,a,CXD_0210_FDSW210423212-1r,BH2_FDSW220017122-1r,0,0.1198828352,0.8801171648,1.05054769960951,0,1.50957491201167,0.979
129,a,CXD_0213_FDSW210423215-1r,BH2_FDSW220017122-1r,0,0.10914563366,0.89085436634,1.10199602948706,0,1.46927293460181,0.975
130,a,CXD_0214_FDSW210423216-1r,BH2_FDSW220017122-1r,0,0.11680184003,0.88319815997,1.06531058314734,0,1.45852185415293,0.971
131,a,CXD_0215_FDSW210423217-1r,BH2_FDSW220017122-1r,0,0.125776891,0.874223109,1.02230576655224,0,1.45817785618817,0.968
132,a,CXD_1401_FDSW210423218-1r,BH2_FDSW220017122-1r,0,0.05246512105,0.94753487895,1.3735861360455,0,0.788064765973095,0.567
133,a,CXD_1402_FDSW210423219-1r,BH2_FDSW220017122-1r,0,0.0736644318,0.9263355682,1.27200760754535,0,1.15675701966582,0.833
134,a,CXD_1408_FDSW210423225-1r,BH2_FDSW220017122-1r,0,0.05019999853,0.94980000147,1.38443968761459,0,0.774808756632595,0.551
135,a,CXD_1412_FDSW210423229-1r,BH2_FDSW220017122-1r,0,0.12336666752,0.87663333248,1.03385458327284,0,1.51072544112219,0.984
136,a,CXD_1414_FDSW210423231-1r,BH2_FDSW220017122-1r,0,0.14208615323,0.85791384677,0.944158374036351,0,1.71866453657152,0.997
137,a,CXD_1415_FDSW210423232-1r,BH2_FDSW220017122-1r,0,0.14946927439,0.85053072561,0.908781441643814,0,1.68532300612485,0.996
138,a,CXD_1604_FDSW210423236-1r,BH2_FDSW220017122-1r,0,0.08813173015,0.91186826985,1.20268616143345,0,1.13845072692356,0.854
139,a,CXD_1609_FDSW210423241-1r,BH2_FDSW220017122-1r,0,0.0937816128,0.9062183872,1.17561420741789,0,1.23727492710158,0.889
140,a,CXD_1610_FDSW210423242-1r,BH2_FDSW220017122-1r,0,0.11074510007,0.88925489993,1.09433203294353,0,1.47324851512195,0.973
141,a,CXD_1611_FDSW210423243-1r,BH2_FDSW220017122-1r,0,0.09818478518,0.90181521482,1.15451598510456,0,1.49810551821245,0.965
142,a,CXD_1612_FDSW210423244-1r,BH2_FDSW220017122-1r,0,0.09401087186,0.90598912814,1.17451569066728,0,1.50457582597543,0.964
143,a,CXD_1613_FDSW210423245-1r,BH2_FDSW220017122-1r,0,0.09810581986,0.90189418014,1.15489435500076,0,1.50372587285857,0.968
144,a,A1-20-normal,BH2_FDSW220017122-1r,0,0.0896606009600001,0.91033939904,1.19536043047087,0,1.08791612775422,0.807
145,a,A3-20-normal,BH2_FDSW220017122-1r,0,0.11295852217,0.88704147783,1.08372620889014,0,1.55821933939348,0.98
146,a,A5-20-normal,BH2_FDSW220017122-1r,0,0.0970851179,0.9029148821,1.15978514623246,0,1.21435659744493,0.888
147,a,B1-20-normal,BH2_FDSW220017122-1r,0,0.1080497419,0.8919502581,1.10724709984916,0,1.67675671744766,0.989
148,a,B3-20-normal,BH2_FDSW220017122-1r,0,0.09789247569,0.90210752431,1.15591661403117,0,1.45011927628718,0.95
149,a,B5-20-normal,BH2_FDSW220017122-1r,0,0.12118182049,0.87881817951,1.04432348714064,0,1.57039141553022,0.988
150,a,C1-20-normal,BH2_FDSW220017122-1r,0,0.12826294754,0.87173705246,1.01039358845931,0,1.54149736230168,0.978
151,a,C3-20-normal,BH2_FDSW220017122-1r,0,0.10085561355,0.89914438645,1.14171845508575,0,1.3331617265297,0.928
152,a,C5-20-normal,BH2_FDSW220017122-1r,0,0.09980952372,0.90019047628,1.14673089472889,0,1.34197895614634,0.932
153,a,A1-40-normal,BH2_FDSW220017122-1r,0,0.08853179536,0.91146820464,1.2007692106507,0,1.20209841520886,0.882
154,a,A3-40-normal,BH2_FDSW220017122-1r,0,0.10273958274,0.89726041726,1.13269123621451,0,1.36993949532368,0.935
155,a,A5-40-normal,BH2_FDSW220017122-1r,0,0.13443109798,0.86556890202,0.980838304674301,0,1.59614727873015,0.992
156,a,B1-40-normal,BH2_FDSW220017122-1r,0,0.10983575114,0.89016424886,1.09868926546358,0,1.66238385231023,0.993
157,a,B3-40-normal,BH2_FDSW220017122-1r,0,0.129109375,0.870890625,1.00633785019107,0,1.62765674668776,0.99
158,a,B5-40-normal,BH2_FDSW220017122-1r,0,0.12622134551,0.87377865449,1.02017612018574,0,1.56628189040273,0.983
159,a,C1-40-normal,BH2_FDSW220017122-1r,0,0.14145980359,0.85854019641,0.947159588345066,0,1.51973117774315,0.984
160,a,C3-40-normal,BH2_FDSW220017122-1r,0,0.14939481458,0.85060518542,0.909138222957197,0,1.58708590544064,0.994
161,a,C5-40-normal,BH2_FDSW220017122-1r,0,0.11166511969,0.88833488031,1.08992367079002,0,1.59715147824622,0.983
162,a,A1-60-normal,BH2_FDSW220017122-1r,0,0.10629441706,0.89370558294,1.11565790699236,0,1.40643362638579,0.958
163,a,A3-60-normal,BH2_FDSW220017122-1r,0,0.1347777785,0.8652222215,0.979177151748314,0,1.61765085173329,0.989
164,a,A5-60-normal,BH2_FDSW220017122-1r,0,0.12794551078,0.87205448922,1.0119146171075,0,1.62018827376581,0.996
165,a,B1-60-normal,BH2_FDSW220017122-1r,0,0.14072152025,0.85927847975,0.950697143701359,0,1.56700082704628,0.989
166,a,B3-60-normal,BH2_FDSW220017122-1r,0,0.13108271248,0.86891728752,0.996882414596188,0,1.57895989673128,0.993
167,a,B5-60-normal,BH2_FDSW220017122-1r,0,0.10250267177,0.89749732823,1.13382641782498,0,1.48207984468367,0.96
168,a,C1-60-normal,BH2_FDSW220017122-1r,0,0.12903937027,0.87096062973,1.00667328456181,0,1.53946980537949,0.978
169,a,C3-60-normal,BH2_FDSW220017122-1r,0,0.13585865921,0.86414134079,0.973998008270454,0,1.55757144631611,0.991
170,a,C5-60-normal,BH2_FDSW220017122-1r,0,0.12033613462,0.87966386538,1.04837567200934,0,1.61205962347498,0.985
171,a,A1-80-normal,BH2_FDSW220017122-1r,0,0.08247560954,0.91752439046,1.22978800523198,0,1.52673164790821,0.972
172,a,A3-80-normal,BH2_FDSW220017122-1r,0,0.13880272151,0.86119727849,0.959891251698344,0,1.61434694196913,0.986
173,a,A5-80-normal,BH2_FDSW220017122-1r,0,0.10712690522,0.89287309478,1.11166896021556,0,1.49754470628233,0.975
174,a,B1-80-normal,BH2_FDSW220017122-1r,0,0.1485060978,0.8514939022,0.91339659455382,0,1.56590649938767,0.986
175,a,B3-80-normal,BH2_FDSW220017122-1r,0,0.12968702442,0.87031297558,1.00356998765231,0,1.65463264031901,0.995
176,a,B5-80-normal,BH2_FDSW220017122-1r,0,0.12845210902,0.87154789098,1.0094872031049,0,1.57184358627769,0.983
177,a,C1-80-normal,BH2_FDSW220017122-1r,0,0.1046633264,0.8953366736,1.12347343415958,0,1.59411366002161,0.982
178,a,C3-80-normal,BH2_FDSW220017122-1r,0,0.12811764514,0.87188235486,1.01108981882989,0,1.66616983573151,0.994
179,a,C5-80-normal,BH2_FDSW220017122-1r,0,0.09712222071,0.90287777929,1.15960736456363,0,1.53719753261819,0.973
180,a,A1-100-normal,BH2_FDSW220017122-1r,0,0.08490908708,0.91509091292,1.21812776445499,0,1.42694724117553,0.944
181,a,A3-100-normal,BH2_FDSW220017122-1r,0,0.11262037148,0.88737962852,1.08534649031846,0,1.57698055381388,0.981
182,a,A5-100-normal,BH2_FDSW220017122-1r,0,0.08145341465,0.91854658535,1.2346859499808,0,1.50954697653604,0.961
183,a,B1-100-normal,BH2_FDSW220017122-1r,0,0.10573195674,0.89426804326,1.11835298950325,0,1.37774463013021,0.952
184,a,B3-100-normal,BH2_FDSW220017122-1r,0,0.07380393053,0.92619606947,1.27133918601561,0,1.12596594622366,0.833
185,a,B5-100-normal,BH2_FDSW220017122-1r,0,0.09251685711,0.90748314289,1.18167440547892,0,1.62292445047993,0.984
186,a,C1-100-normal,BH2_FDSW220017122-1r,0,0.09764444312,0.90235555688,1.15710508585358,0,1.27581567971136,0.901
187,a,C3-100-normal,BH2_FDSW220017122-1r,0,0.09803226029,0.90196773971,1.15524682272794,0,1.48223055948916,0.967
188,a,C5-100-normal,BH2_FDSW220017122-1r,0,0.09197753218,0.90802246782,1.1842586325521,0,1.62802156777997,0.985
189,a,BH6_FDSW220017126-1r,BH4_FDSW220017124-1r,0.61974254,0.0693935481,0.111971574680028,-2.63009548914447,0.0457529888097132,-4.24059000715404,-1
190,a,BH8_FDSW220017128-1r,BH4_FDSW220017124-1r,0.502103787,0.06735483927,0.134145252463511,-2.52384818765224,0.0716139599558238,-3.40511859885648,-0.97
191,a,BH10_FDSW220017130-1r,BH4_FDSW220017124-1r,0.854298934,0.08699459453,0.101831561608855,-2.67868233325883,0.0162506891963219,-4.55221084563919,-1
192,a,BH12_FDSW220017132-1r,BH4_FDSW220017124-1r,0.619186611,0.06420915033,0.103699190501391,-2.66973341048839,0.0421996434195925,-4.40475284935263,-1
193,a,BH14_FDSW220017134-1r,BH4_FDSW220017124-1r,0.344377928,0.040734375,0.118283930786644,-2.59984923009197,0.0808426297842627,-4.10445598633396,-1
