distv_env,distv_num
3.276498985,0.011674029
4.674475776,0.011683058
4.29573715,0.011709066
3.488970399,0.011715664
4.574613019,0.011718174
3.189943146,0.01172835
3.645423285,0.011732239
3.360530111,0.011733127
6.212141284,0.011763401
2.730194345,0.011767033
4.31160654,0.011796338
3.954321521,0.011817078
4.808342901,0.011821007
4.718877186,0.011870772
3.685932313,0.011923783
5.422497159,0.011931233
4.506650089,0.011941642
3.19256435,0.011986827
2.71694128,0.011987726
4.621897155,0.012036218
3.770433969,0.012043591
5.459006354,0.012045428
3.453926072,0.012063615
4.070296606,0.01219948
3.012212189,0.012293376
3.924596743,0.012310716
3.978608762,0.012319564
3.941547542,0.012338884
3.767870347,0.012417718
5.583782633,0.012439319
4.209293751,0.012521007
4.129281678,0.0125226
4.75934898,0.0125442
5.735012273,0.012549705
2.903400881,0.012566373
6.186910665,0.012611481
3.223115171,0.012641268
4.551471691,0.012645984
4.8363549,0.012672489
5.262904053,0.012680259
3.795634334,0.012683342
4.897993113,0.012722646
2.876623323,0.012841882
6.232485103,0.012960195
3.502500384,0.012965446
6.856753219,0.013012801
5.915819999,0.01305291
3.866820998,0.013068456
3.042128853,0.01313315
2.674211059,0.013166299
4.553591635,0.013169284
6.556675239,0.013183453
3.201342385,0.013246378
3.534504546,0.013248182
4.019666454,0.013268165
6.400630855,0.013289913
3.091703491,0.013335855
4.712215522,0.013337588
5.429932232,0.013345536
3.955801425,0.013386036
3.321016044,0.013430517
2.665309897,0.013463029
3.945033889,0.013472195
5.743305421,0.01360314
3.233597153,0.013656009
3.73339466,0.013657997
4.762070602,0.013679074
3.883943891,0.013688301
5.104109884,0.013722439
3.985127739,0.013736093
3.412742801,0.013859035
4.139965865,0.013927653
5.626579973,0.013955437
3.247147899,0.013955984
4.862902944,0.013994138
6.41899117,0.014002063
4.705111511,0.014073387
5.814067063,0.014084121
4.202128738,0.014126737
3.91900265,0.01412933
3.244183423,0.014133564
4.548195056,0.01415149
7.456718632,0.014156459
3.685989092,0.014162595
7.0680182,0.01416822
4.534155578,0.0142037
6.300382898,0.014236772
3.829863222,0.014252499
5.911320517,0.014322572
2.873401155,0.014330199
7.601341455,0.014374112
4.096058581,0.014397086
5.844060759,0.014449352
3.935254345,0.014475645
6.561754379,0.014492039
3.589085161,0.014520669
4.644498753,0.014533987
4.85280934,0.014557318
3.151190929,0.014574797
3.720119892,0.014608861
4.316956406,0.014612464
4.569737676,0.014644771
6.228924929,0.014651023
3.906176781,0.014678179
3.394070132,0.01470553
3.557602923,0.014723085
5.637369231,0.014755718
2.31071074,0.014826792
2.926703665,0.01485658
3.710290706,0.015069324
7.614082154,0.015142746
6.485901411,0.015154337
3.143566142,0.01520159
4.681212248,0.015213486
6.23993641,0.0152385
3.358906784,0.015259793
4.962521023,0.015280548
4.232208698,0.015284747
6.060102767,0.015320638
5.305778115,0.015347746
3.627862224,0.015425025
4.19338009,0.015431895
5.677263199,0.015441377
4.770036565,0.015459241
4.948465757,0.01546377
5.287725464,0.015465601
4.305871431,0.015478642
8.10111654,0.015483432
5.067134659,0.01549803
6.344314169,0.015499147
5.021465579,0.015501035
3.384882785,0.015517625
3.739502532,0.01557598
6.659953971,0.015586074
4.244167644,0.01558824
6.367504213,0.015613498
3.555589411,0.015624957
5.12898079,0.015626955
2.394012635,0.01562752
4.901815699,0.015650218
4.761719797,0.01566205
1.961529054,0.015671011
4.556138234,0.015689504
3.205491945,0.015701765
6.214461622,0.015725498
3.267673785,0.015734242
6.416668593,0.015739364
6.535910543,0.015759239
4.438887785,0.015807432
3.71029228,0.015828647
3.183634052,0.015831221
3.143885714,0.015885902
3.482308281,0.015887914
4.324686314,0.015890856
3.135751598,0.015923615
5.876034216,0.016014554
7.130118123,0.016069984
2.986419647,0.016090974
5.231416217,0.016137612
3.633902976,0.016157847
3.589286811,0.016266287
6.733031719,0.01629098
4.650655573,0.016296217
5.718752169,0.016324718
4.880780268,0.016440919
3.010143077,0.016458588
2.908216787,0.016503604
2.738461288,0.016506356
3.918965036,0.016541933
4.797813599,0.016551509
5.954830984,0.016583427
4.257910349,0.016678195
6.816537321,0.016761421
6.783938499,0.016791635
2.738940209,0.016802257
2.968132434,0.016818873
3.918442388,0.016830714
7.159021197,0.016839338
5.728703471,0.016852773
7.290289675,0.016871403
4.135855812,0.016893759
4.93045446,0.016897154
3.033899545,0.016955646
3.683479861,0.017005
3.511086944,0.017009222
4.261226412,0.017010848
4.313965905,0.017024525
3.574702508,0.017044302
4.406998788,0.017044771
7.427009298,0.01707105
2.893512518,0.017078616
2.917058844,0.017087183
2.584206962,0.017120285
4.572860439,0.017127444
4.757046746,0.017129692
2.63583382,0.017131085
4.282585669,0.017168454
4.14818535,0.017174409
6.956180551,0.017176463
5.010426654,0.017196906
5.410873416,0.017229957
4.190882361,0.017272337
2.100893579,0.017278597
4.27007864,0.017287989
4.506438836,0.017304291
5.396196617,0.017305729
4.097060147,0.017346189
5.593646568,0.017394611
5.066379917,0.017396358
3.043751335,0.017397907
3.414675834,0.017403483
4.59885662,0.017434514
4.711237268,0.01745022
5.236858312,0.017485179
5.162847663,0.017498793
2.945647091,0.017514939
3.380993533,0.01755031
4.034889283,0.017570043
3.655251785,0.017633059
3.185628961,0.017670498
4.950013959,0.017678288
3.463793333,0.017682777
6.325293476,0.017692876
3.285726876,0.017821696
5.370681278,0.017860727
4.955556264,0.017867314
3.803409297,0.017954875
3.951643381,0.017962246
2.874971092,0.017986167
7.305625071,0.017987245
2.776560265,0.018017676
3.974128867,0.018020949
3.558664807,0.01807171
5.77011161,0.018092823
3.867973947,0.0181135
3.484110446,0.018133188
4.854403929,0.018141156
5.965139445,0.018149504
3.44387397,0.018169768
4.15356974,0.018216391
4.250666731,0.018352416
4.462465401,0.018378848
3.790112893,0.018405955
4.701783152,0.018449339
4.604885574,0.018453869
3.867700707,0.018467068
3.158653289,0.018493035
2.630336537,0.018607272
3.13146529,0.018608287
4.088838411,0.018608294
5.798372418,0.018667245
4.474046002,0.018669202
6.116103432,0.018717535
2.580375964,0.018754242
6.103870427,0.018755399
4.223118407,0.018827179
5.053018107,0.018875559
2.259297554,0.018876139
2.472406697,0.018876812
3.975628215,0.018899575
3.658840745,0.018933894
4.618724074,0.018949607
4.766719111,0.018960022
3.386911646,0.018989991
3.93064076,0.01899197
5.19163955,0.019040376
4.904343143,0.019093157
4.361928785,0.019100024
4.330074108,0.019104789
3.674072642,0.019107153
3.378130919,0.019138185
5.360692568,0.019178794
5.162774382,0.019180485
3.712703627,0.019185144
3.718392249,0.019191181
3.995032618,0.019198124
3.079405485,0.019215731
4.730071414,0.019290441
6.021710162,0.019299563
5.090508181,0.019324056
4.004039039,0.019360178
5.180157119,0.019389894
4.492821415,0.019467016
4.768041979,0.019530659
5.676946541,0.019546543
3.871925276,0.019555779
5.583651874,0.019584776
5.179384888,0.01959601
5.957886303,0.019597277
4.312109888,0.019652651
4.130236037,0.019662115
3.422033616,0.019702332
7.232529795,0.019705766
5.199977081,0.019739243
4.134827628,0.019753438
3.428600987,0.019801105
5.845074502,0.01984723
3.799776047,0.019886542
2.23362446,0.019896785
2.857042327,0.019940864
5.930309889,0.019967686
4.950865811,0.019968756
5.60441268,0.019975016
3.414185706,0.019987622
2.530403386,0.020038655
2.19716237,0.020057152
4.819511522,0.02008709
3.726075123,0.020092777
5.285762728,0.02013542
2.727290822,0.020138178
3.205426671,0.020155594
4.529526639,0.020175635
6.219412237,0.020217524
3.882915636,0.020260153
4.160581465,0.020268563
5.966260847,0.02030219
5.165655617,0.020320928
3.086861432,0.020363307
3.930134379,0.020391033
3.144633024,0.020393334
5.898546637,0.020418068
5.099417213,0.020423342
2.863834612,0.020467555
6.360088171,0.020529671
5.74429357,0.020531528
6.450347229,0.020536144
3.376340271,0.020577726
2.959626368,0.020589296
2.827113889,0.020628922
5.450414404,0.020662039
3.752202707,0.020667524
4.917414487,0.020670713
4.298439216,0.020748941
6.180350534,0.020778775
4.731948568,0.02080813
4.44540545,0.020850253
4.74824578,0.020872924
4.067431245,0.02087561
4.071124495,0.020929587
2.299304277,0.020966418
3.680431821,0.021022264
3.562704699,0.021023459
5.463600141,0.021034934
6.151850391,0.02103849
5.524484803,0.021077654
3.677596321,0.021096218
3.304601703,0.02113041
3.996139214,0.021152648
4.825877135,0.021186766
6.396823959,0.021193917
5.587448598,0.021206885
3.731208311,0.02124979
2.680482292,0.021310615
2.829433251,0.021340635
3.240259004,0.021354887
4.389755303,0.021425969
6.503588044,0.021466441
3.737005502,0.021518652
3.54535399,0.021522425
6.329068461,0.021539612
6.551544334,0.021561817
2.924582938,0.021630442
5.756556938,0.021676524
3.482406697,0.021742967
6.388177182,0.021756065
5.230064644,0.021800783
3.742436639,0.021804099
4.953918091,0.02186637
4.186271864,0.021876672
2.697021509,0.021887939
5.08937838,0.021903053
4.266901779,0.021952817
5.436965224,0.021957857
3.713772236,0.021971635
3.707583675,0.022026608
4.233396864,0.022031937
2.804513266,0.022057856
6.132569151,0.02208081
4.467974485,0.022082721
5.557207322,0.022085091
2.632500367,0.02216816
3.526177733,0.022168586
4.298493108,0.022184921
3.895685639,0.022233301
5.371777763,0.022234898
5.336796599,0.022236408
2.785966451,0.022239375
4.105788789,0.022251159
5.200162906,0.022253954
3.604156239,0.022258266
2.50262255,0.02232614
4.420954457,0.022333274
3.952143054,0.022375303
3.569218192,0.0223817
3.763443459,0.022382978
5.960077887,0.02242632
3.965187103,0.022432115
4.980114735,0.022440409
4.830572515,0.022479553
3.086220925,0.022521596
3.614089713,0.022528126
4.966588832,0.022551006
2.581201845,0.022633638
3.941168698,0.022640794
5.465308555,0.022640969
4.271585776,0.022664089
3.781565978,0.022668425
6.107094683,0.022769468
3.900553865,0.022804556
5.629518859,0.022852543
4.152371884,0.022864386
3.760067482,0.022962158
3.321206963,0.022979674
4.46532168,0.023000273
3.657640847,0.023036081
5.167149719,0.023057128
4.311356825,0.023062885
3.638285595,0.023083887
5.115382777,0.023094853
4.506031492,0.02311677
4.128960293,0.02311699
4.331283039,0.023119906
2.433120544,0.023164836
4.976309565,0.023181196
2.658591195,0.023252865
4.148678156,0.023287574
3.8721861,0.02330325
2.707591927,0.023408569
4.096007561,0.023413085
5.444849231,0.023416057
2.656610579,0.023462883
3.844960342,0.023524194
3.632174686,0.023588214
3.120987165,0.023603912
3.269955679,0.023611192
5.546114363,0.023618356
3.670196591,0.023665236
3.123258569,0.023704417
2.697397286,0.02377138
3.817736464,0.023861664
3.007130493,0.02389016
3.208418858,0.023900979
4.634264841,0.023968495
2.746901646,0.02400374
3.951228899,0.024019404
4.356884705,0.024021482
2.374485281,0.024022135
3.820257546,0.024083204
3.425015565,0.024122832
5.740780381,0.024149992
4.324850077,0.024217831
4.617045262,0.024220231
3.22690291,0.024245626
3.335405967,0.024285902
5.897247,0.024291757
2.606669539,0.024421461
4.24809924,0.024438344
3.168822781,0.024446471
7.271090973,0.024536171
3.556349003,0.024536723
4.136023549,0.024539644
6.331623662,0.024603279
2.319795228,0.024604259
3.851694492,0.024612025
4.22044174,0.02462108
4.089672125,0.024634546
4.876750017,0.024686
4.061440593,0.024698881
6.028142838,0.024768075
3.624884602,0.024768298
2.602364248,0.024781717
3.189180031,0.024834271
2.936465566,0.024835424
6.987930718,0.024879444
3.254430128,0.024915482
3.580576705,0.025003108
3.616619593,0.025029289
3.893218025,0.025128339
2.94944719,0.025137258
3.3446059,0.025176047
3.084919468,0.025212316
3.378152165,0.025265374
4.233796359,0.025271403
4.130264066,0.025283183
7.507750726,0.025285197
4.307222093,0.025300152
3.747437025,0.025305375
3.175376631,0.025410039
3.332499459,0.025419503
3.246210822,0.025423747
6.464437421,0.025433851
3.573562615,0.025467117
4.427840105,0.025471331
3.877768338,0.025483249
4.405227225,0.025492371
4.265233707,0.025511859
4.280224489,0.025638897
6.880822432,0.025653132
3.912334236,0.025660867
4.081120645,0.025686514
3.040218096,0.025717315
6.80357362,0.025758328
4.530199953,0.025776911
6.171753954,0.02578193
8.569834876,0.025792954
3.417218573,0.025809383
5.899382699,0.025845743
2.073409602,0.025859911
2.833335194,0.025868774
5.334613463,0.025870548
3.48554577,0.025929051
2.634658999,0.025964424
2.509169,0.025976395
6.165822638,0.025996262
4.377202733,0.026073805
3.576201831,0.026194894
3.929070108,0.026209252
6.107211887,0.026210908
2.827820783,0.026273204
3.357323794,0.026303391
4.140153507,0.026306366
6.389078013,0.026323087
7.783903049,0.026347146
6.450941049,0.026370729
3.514151126,0.026371224
6.336057431,0.026388045
4.372776206,0.026468946
2.169281677,0.026471307
4.154154808,0.026556158
3.306731556,0.026622044
3.863278648,0.026631105
3.772876315,0.026685679
4.206462652,0.026723065
4.393296538,0.026725472
2.893264067,0.026741531
3.175026999,0.026743448
6.379263033,0.026887895
2.168860858,0.026935917
4.653805375,0.026949042
4.185470019,0.026984886
3.561425784,0.027025199
3.925568048,0.027092635
5.288175399,0.027094566
2.747642124,0.027162959
3.75329245,0.027176577
5.162927278,0.027194027
3.065772003,0.027230939
8.802047727,0.02732218
3.335353717,0.027382872
2.629891583,0.027388355
3.511459043,0.027413721
5.81385973,0.02745302
3.89535127,0.027546988
3.136641181,0.027560236
2.9769717,0.027609811
2.589436143,0.027631102
3.301370314,0.027659285
6.755439478,0.027670853
6.116162176,0.02770415
2.787025986,0.027800484
5.472142646,0.027814314
4.160787804,0.027844225
2.291252411,0.027850228
3.542788376,0.027855961
5.676372412,0.028004454
4.52396262,0.028035028
3.047724416,0.028037865
3.69519555,0.028052503
4.043079366,0.028061469
7.183618339,0.02809459
3.640163726,0.028138798
2.680320579,0.028146453
2.913986284,0.028305026
4.153459147,0.028486748
7.14069447,0.028487318
3.751282396,0.028491692
3.653303626,0.028511067
2.702152416,0.028588244
5.105688935,0.028616081
3.712933226,0.028637621
4.223316667,0.028652617
3.953311594,0.028703711
2.971004966,0.028768298
3.562242246,0.028778041
4.088223156,0.028841454
3.291289022,0.028889202
3.855327265,0.028916816
5.623982893,0.029012786
6.725217692,0.029056283
3.512797061,0.029084082
3.629129406,0.029125893
7.873341427,0.02914629
6.168151394,0.029168233
4.785256071,0.02926795
4.715350145,0.029304306
3.807040043,0.029314239
5.284376581,0.02935256
4.760207462,0.02935576
3.401845468,0.029381768
2.998920197,0.029475529
4.410528702,0.029487734
4.073280823,0.029495386
1.930142837,0.029743294
3.962692371,0.029782692
4.469274832,0.029786632
2.932520977,0.029800085
4.807731569,0.029802711
5.886980136,0.029812691
3.467310573,0.02981506
3.031621512,0.029827325
3.942493517,0.029860923
3.518512321,0.029863329
5.853603236,0.02988453
2.530529358,0.029885869
4.033955976,0.029988458
4.114056206,0.030008495
3.516099297,0.030012486
5.299788387,0.030022109
4.169692612,0.030053206
3.10503856,0.030060767
4.49329593,0.030068631
2.905774673,0.03008776
6.446571149,0.030092743
2.904574267,0.030142001
3.338908799,0.030151235
6.239257635,0.030160153
3.088789817,0.030184502
6.536646091,0.030184533
2.936861103,0.030221439
2.642345859,0.030232712
2.144368012,0.030261608
4.353131561,0.030281905
3.272170564,0.030336167
7.317918132,0.03034098
5.858416842,0.030350534
4.26614562,0.030356341
5.208023927,0.03036771
2.732140622,0.030513615
2.865984063,0.030515002
3.029846047,0.030515803
4.871460504,0.030566547
6.408779995,0.030604285
4.191368333,0.030662176
3.661583831,0.030728512
2.207449656,0.030735474
4.343064127,0.030758802
6.768745118,0.030762024
5.449964564,0.030766659
6.427750444,0.030769205
3.279611473,0.030814384
2.646666409,0.030817451
5.74313816,0.030818103
3.085494328,0.030910398
5.191363193,0.030959864
5.520931258,0.030970112
6.048816915,0.031025118
1.922916112,0.03104269
3.495835509,0.031061345
4.616021884,0.031062639
2.561640631,0.031063133
2.491186481,0.03111442
5.870028925,0.031228888
3.268121938,0.031255546
3.187774811,0.031263368
3.853531086,0.031280157
4.326973773,0.031330252
5.030515453,0.031333822
2.380624366,0.031363742
4.760305422,0.031404774
4.121440768,0.031426457
4.47661137,0.031430466
6.108072541,0.031535521
3.508387232,0.031553193
2.874618267,0.031593281
6.370364168,0.031635961
3.903190413,0.031650833
2.831879983,0.031654016
3.925546956,0.031660603
4.675648591,0.031701609
5.550214485,0.031734683
3.349253947,0.031745179
2.111107538,0.031779018
3.50687337,0.031877348
3.741941499,0.031939122
3.715784398,0.031958746
6.866942501,0.031975369
6.168892735,0.031988863
5.197911544,0.031998471
6.460573628,0.031999117
3.807238608,0.032004486
3.570306508,0.032054025
3.514879456,0.032056739
4.67168968,0.032063349
3.897082498,0.032075126
3.117886158,0.032102107
5.315758338,0.032113431
3.16235668,0.03213035
5.792373881,0.032142501
3.218137405,0.032143032
2.987228152,0.032169472
1.669021362,0.032245706
5.593602767,0.032248637
7.057878674,0.032276141
4.289097963,0.032340446
3.453533184,0.032348145
5.591562096,0.032354168
5.614274181,0.03236684
5.145087547,0.032389731
7.183455305,0.032389742
5.902517807,0.032416566
3.980010703,0.032419331
3.778244111,0.032576233
4.868788131,0.032580328
5.150207037,0.032626806
3.722230593,0.032655249
3.764274091,0.032656894
3.509723064,0.032657059
7.610974423,0.032673524
6.193872149,0.032674137
5.265909858,0.032729504
5.298628224,0.032780726
3.514218878,0.032820433
3.025836421,0.032838108
3.182883837,0.03291122
3.779595259,0.032920896
2.826005624,0.032929853
6.187369884,0.032994851
4.267193187,0.033063627
4.874982044,0.033066193
3.506967303,0.033082971
4.230712643,0.033098601
5.243768377,0.033134648
3.464316506,0.033137534
2.703967426,0.033160914
4.145057391,0.033165453
3.745748517,0.033184512
3.690814296,0.033191453
5.65506415,0.033249235
4.023703159,0.033251134
4.332075223,0.033257936
5.221664674,0.033293269
6.015446484,0.033353929
2.578654777,0.03342727
5.11082757,0.033455731
5.150783803,0.033458467
2.824753438,0.03352329
4.718627777,0.033528832
5.783327261,0.033534953
5.771409537,0.033535382
4.097716641,0.033557158
4.238387569,0.03365072
2.755195528,0.03374406
4.042911937,0.033744615
3.66413319,0.033786622
3.363896097,0.033821207
4.42182637,0.033829234
7.342341224,0.033876519
3.749535312,0.033911605
1.911277001,0.033939714
4.75605946,0.033950754
3.490123029,0.033978244
3.098916312,0.033995841
5.011219822,0.034011289
5.06406939,0.034040149
3.803681327,0.034053171
3.236585782,0.034144742
1.761674351,0.034146639
4.823803367,0.034151106
5.186501171,0.034230571
4.283317086,0.034250549
7.049224219,0.034267965
3.316108064,0.0342683
6.458006447,0.034361484
6.086838943,0.034389541
4.573921594,0.034430309
4.641759883,0.034470947
1.976027327,0.034485468
3.861087678,0.034500672
4.693504332,0.034504541
5.199269977,0.034552728
2.997042143,0.034634819
3.111016698,0.034636796
3.544660044,0.034694154
2.68130878,0.034721457
2.750508453,0.034735636
3.865051866,0.034748258
4.602448572,0.03486627
2.904308925,0.035058726
4.30484316,0.035062591
5.590621436,0.035161139
7.510873986,0.035164824
2.827675659,0.035213135
3.100889112,0.035242658
3.369858651,0.035328995
6.606687728,0.035343008
2.126345779,0.035364451
3.894264095,0.035444414
6.008743105,0.035483177
2.542896448,0.035504726
5.460471955,0.035538986
4.271217981,0.035549911
4.256532316,0.03555778
3.58325207,0.035646849
3.586522077,0.035664808
5.282534457,0.035677772
5.0042077,0.035701406
3.143906813,0.035713871
4.681925355,0.035753163
7.228669326,0.035838465
3.052625835,0.035841881
6.713893157,0.035865305
4.588721214,0.035880618
4.41635903,0.035922531
3.467785302,0.035991079
5.629820123,0.036072532
7.094207335,0.036090333
4.228343621,0.036167965
2.786612388,0.036284316
5.891258296,0.036338865
3.864442952,0.036339581
3.532089056,0.036410062
3.939569434,0.036423403
4.681986006,0.036428998
5.18832838,0.03652674
3.664927896,0.036595357
2.573227619,0.036679482
6.195707675,0.036724829
4.310559241,0.036753011
6.050868945,0.036763593
3.312907026,0.03678155
3.565828027,0.036827276
3.40502434,0.036843695
4.051830689,0.036912961
4.569808608,0.03693982
4.966808206,0.037036892
6.012453127,0.037086641
5.099182282,0.037113293
5.005432363,0.037121383
5.313623755,0.037163825
3.624478522,0.037303037
3.597053652,0.037311095
2.268321322,0.037344403
4.371135572,0.037460388
3.353236588,0.037661932
5.283589215,0.037667571
4.266768377,0.03771043
2.264069374,0.037727774
3.923572145,0.037751711
4.415078415,0.037763669
3.978210056,0.037765352
4.365159632,0.037799557
4.030777893,0.037814533
2.836950824,0.037857786
4.159722454,0.037872737
6.209265911,0.037917322
3.29477865,0.037988423
3.682283856,0.03801995
3.880148509,0.038066017
2.048848395,0.038070486
3.075397132,0.038096051
2.9078172,0.038131181
3.784885724,0.038139606
3.244985905,0.038238509
3.215980552,0.038275677
6.349194938,0.038285721
4.253383317,0.03841024
3.410226039,0.038464911
1.750121213,0.038506324
4.496092359,0.038547827
3.681283564,0.038574774
3.964498882,0.038582084
3.335100393,0.038588758
2.5519923,0.03870916
2.179513064,0.038731426
4.008928414,0.038748455
5.632909178,0.038776674
6.907379379,0.038870854
6.311301923,0.038899932
4.868104985,0.03893244
5.654997687,0.038944673
2.815240491,0.038963694
3.582881955,0.038979103
3.489408216,0.038983735
6.111835979,0.039047459
3.720125597,0.039131526
4.439336549,0.039167908
2.713156436,0.039169529
2.958364163,0.039196001
2.873620064,0.039209355
3.228411946,0.039251514
4.762564157,0.039449947
5.628224299,0.039450445
5.869513332,0.039457815
3.183817553,0.039543257
2.508921323,0.039600728
6.200597559,0.039698934
2.903460511,0.040128074
5.612713154,0.040139635
5.968696507,0.040139776
3.80520891,0.04020586
4.010496449,0.04022938
3.638944037,0.04024527
2.991365615,0.040301298
7.210277233,0.040382248
3.909305262,0.040399859
4.881131072,0.040462977
3.246489179,0.040599658
4.276356619,0.040603406
3.027153321,0.04065742
5.343707268,0.040680173
4.236089765,0.040689569
3.815943456,0.040699396
4.816405949,0.040716294
3.566141122,0.040724441
3.864397695,0.040725708
4.643390854,0.040743633
3.36946547,0.040755026
6.396430969,0.040760965
3.520997422,0.040785385
3.984476277,0.040829684
1.917745444,0.040853874
3.174094186,0.040925617
4.374457911,0.040964992
5.128931428,0.040999872
6.512553796,0.04102335
3.246048335,0.041026219
3.74602861,0.041053959
2.650155054,0.041071291
3.701085689,0.041106016
5.816017773,0.04110733
3.467596923,0.041111693
5.375417045,0.041185387
6.026594053,0.041216563
3.613811844,0.04121903
3.495168501,0.041222098
2.361379203,0.041226488
3.897155298,0.041305016
3.166103692,0.041334356
2.110880542,0.041406633
5.912071855,0.041504265
4.525821682,0.04154842
6.142373134,0.041584529
4.560398048,0.041602669
3.552261145,0.041616239
3.404015249,0.041748593
2.613014309,0.041857123
4.70557885,0.0418657
3.88699094,0.04187168
3.588696257,0.041938804
5.568465762,0.041964122
2.642991468,0.041966081
5.809089407,0.04203046
5.766303829,0.042061211
5.955946047,0.042076951
1.888060442,0.042147196
3.725586127,0.042230953
2.570408572,0.042249947
5.150807634,0.042344886
2.820431619,0.042414523
4.923808023,0.042471049
3.572733604,0.042492201
5.352891593,0.042661332
2.87146998,0.042697158
3.377167951,0.042714671
2.033935861,0.04276732
5.198142621,0.04280153
5.141926051,0.042830605
4.295999561,0.042918128
3.41530186,0.0429222
3.169066045,0.042948611
4.076552797,0.042955938
4.022313018,0.042973931
5.11456962,0.043027214
6.580712972,0.043035502
5.993145931,0.043036646
6.431180941,0.043159875
3.036799074,0.04316306
2.671718543,0.043202213
5.223532553,0.043207366
5.505536267,0.043326465
3.159816926,0.043372545
7.058720581,0.043393579
2.518435994,0.04340429
5.053408624,0.043411976
3.951570649,0.043452895
3.242941924,0.043516235
2.580184403,0.043679262
4.628408295,0.043715655
2.399289049,0.043787908
3.996126,0.043886428
4.812846862,0.043888934
6.385996272,0.043952061
3.201745256,0.043957733
3.832450346,0.044018545
3.010691102,0.044161579
4.832634327,0.044166877
2.206029476,0.044174114
3.137682896,0.044200048
7.091516937,0.0442463
3.764775548,0.044340446
2.209562536,0.04435126
3.29957668,0.044389665
3.863291785,0.044455678
3.52012852,0.044473744
2.925069444,0.044604526
3.857090796,0.044692677
5.576088478,0.044758146
5.756636438,0.044798816
2.671107615,0.044909056
4.473906687,0.044914476
4.778436137,0.044973248
4.723665239,0.045092735
3.349238669,0.045147796
3.618796962,0.045153594
3.54994664,0.045153673
7.564033008,0.045267006
4.175886761,0.045267192
2.462429747,0.045277809
2.986121064,0.045295387
3.301567829,0.045301582
3.473421445,0.045302358
2.98733522,0.045333248
3.828889173,0.045382299
6.016940522,0.045451403
4.481949097,0.045543989
2.158018298,0.045690965
2.579080288,0.045738895
5.850286076,0.045760735
3.59388885,0.045845932
2.3168702,0.045927407
4.661547558,0.045934275
6.679446044,0.045938055
2.371189754,0.045942838
5.944377758,0.045997694
2.284362713,0.046010486
5.734257858,0.046066264
5.541630789,0.046147641
3.663800542,0.046215707
2.915370469,0.046250366
4.232768806,0.046292739
6.285910164,0.04633917
3.456742822,0.046401322
