"distv_num","dist_loca_num"
-0.0477795269826104,0.698970004336019
-0.0772292745518712,1
-0.05625303672317,1.30102999566398
-0.184867050296587,1.69897000433602
-0.280199783624615,2
-0.163457702493759,2.17609125905568
-0.0293033910683636,0.698970004336019
-0.0506453112584656,1
-0.110845175274018,1.30102999566398
-0.322955820558178,1.69897000433602
-0.077272135392418,2
-0.074539262482657,2.17609125905568
-0.0565111741502764,0.698970004336019
-0.0626708593603831,1
-0.043174542437639,1.30102999566398
-0.0951494012067549,1.69897000433602
-0.115513196715908,2
-0.0657457296197317,2.17609125905568
-0.0403882023488694,0.698970004336019
-0.0274130773044996,1
-0.048541635899966,1.30102999566398
-0.0536546381504088,1.69897000433602
-0.0549154514865329,2
-0.149861971041418,2.30102999566398
-0.0309010102911735,0.698970004336019
-0.0508528101886044,1.17609125905568
-0.231011210664488,1.65321251377534
-0.329272486376142,1.97772360528885
-0.204609367189204,2.16136800223497
-0.0416980824501989,0.849485002168009
-0.0376923468234248,1.04845500650403
-0.154433614296879,1.31419446502516
-0.373007367109363,1.70113069122734
-0.113023434895964,2.00054219064611
-0.0387353062878562,2.17633239982555
-0.0681449436463851,0.849485002168009
-0.105361411443734,1.04845500650403
-0.0639820359317974,1.31419446502516
-0.140527748539883,1.70113069122734
-0.153034110398783,2.00054219064611
-0.0861765075859262,2.17633239982555
-0.0703858082173735,1
-0.054204910868859,1.17609125905568
-0.0778705375461024,1.39794000867204
-0.0897442287374229,1.74036268949424
-0.0742343148861045,2.02118929906994
-0.193266229626013,2.31175386105575
-0.0732585346399975,1
-0.265142857324459,1.60205999132796
-0.364756243208343,1.95424250943932
-0.243698418593746,2.14612803567824
-0.0678516693641582,1.04845500650403
-0.0408422174454296,1.15051499783199
-0.191781822734714,1.34948500216801
-0.414371589027472,1.70748667398541
-0.144641422328116,2.00216068689132
-0.0479460447325142,2.1770542195737
-0.100925499053006,1.04845500650403
-0.140418448182864,1.15051499783199
-0.0923244771734503,1.34948500216801
-0.175777101552373,1.70748667398541
-0.182569283580676,2.00216068689132
-0.111278517193554,2.1770542195737
-0.103687491317795,1.17609125905568
-0.0853318609436144,1.30102999566398
-0.105744124043574,1.47712125471966
-0.121663101984675,1.77815125038364
-0.0940143693617383,2.04139268515822
-0.228321983704625,2.32221929473392
-0.213758172440282,1.47712125471966
